title,author,rating,genres,language,gender
Child of the Morning,Pauline Gedge,4.14,"['Historical Fiction', 'Egypt', 'Fiction', 'Historical', 'Romance', 'Africa', 'Egyptian Literature', 'Ancient', 'Classics', 'Novels']",English,w
Clockwork Angels,"Kevin J. Anderson , Neil Peart",3.68,"['Fantasy', 'Steampunk', 'Fiction', 'Science Fiction', 'Adventure', 'Music', 'Science Fiction Fantasy', 'Adult', 'Young Adult', 'Novels']",English,m
The Standard Grand,Jay Baron Nicorvo,3.08,"['Fiction', 'Mystery', 'Contemporary']",,m
The Marquise of O— and Other Stories,Heinrich von Kleist,3.94,"['Short Stories', 'Classics', 'Fiction', 'German Literature', 'Literature', '19th Century', 'Germany', 'Literary Fiction', 'Romanticism', 'Novels']",English,m
Donkey Gospel,Tony Hoagland,4.14,"['Poetry', 'Literature', 'Grad School']",English,m
Lancelot,Walker Percy,3.73,"['Fiction', 'Literature', 'Classics', 'Novels', 'Southern', 'Literary Fiction', 'American', 'Modern Classics', 'Southern Gothic', 'Read For School']",English,m
The Kitchen Boy: A Novel of the Last Tsar,Robert Alexander,3.91,"['Historical Fiction', 'Fiction', 'Russia', 'Historical', 'Book Club', 'Romanovs', 'Adult Fiction', 'Adult', 'Mystery', 'Novels']",English,m
Beach Road,"James Patterson , Peter de Jonge",3.83,"['Mystery', 'Fiction', 'Thriller', 'Suspense', 'Crime', 'Mystery Thriller', 'Audiobook', 'Murder Mystery', 'Adult', 'Adult Fiction']",English,m
Amanda,Kay Hooper,3.9,"['Romance', 'Romantic Suspense', 'Mystery', 'Fiction', 'Suspense', 'Thriller', 'Contemporary Romance', 'Paranormal', 'Gothic', 'Contemporary']",English,m
"Victoria Line, Central Line",Maeve Binchy,3.6,"['Fiction', 'Short Stories', 'Chick Lit', 'Romance', 'Irish Literature', 'Womens Fiction', 'Ireland', 'British Literature', 'Contemporary', 'Novels']",English,w
The Collected Short Stories of Saki,Saki,4.19,"['Short Stories', 'Fiction', 'Classics', 'Humor', 'Literature', 'British Literature', 'Modern', 'Unfinished', 'Horror', 'Anthologies']",English,w
Oathbreakers,Mercedes Lackey,4.18,"['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Magic', 'High Fantasy', 'Epic Fantasy', 'Adventure', 'Young Adult', 'Adult', 'Romance']",English,w
How to Make Love Like a Porn Star: A Cautionary Tale,"Jenna Jameson, Neil Strauss",3.76,"['Nonfiction', 'Biography', 'Memoir', 'Autobiography', 'Biography Memoir', 'Sexuality', 'Adult', 'Erotica', 'Pornography', 'Sex Work']",English,w
Bloody Little Secrets,Karly Kirkpatrick,3.69,"['Vampires', 'Young Adult', 'Paranormal', 'Fantasy', 'Romance', 'Urban Fantasy', 'Paranormal Romance', 'Fiction', 'Young Adult Romance', 'Supernatural']",English,w
A Heart Like Jesus,Max Lucado,4.35,"['Christian', 'Christianity', 'Nonfiction', 'Religion', 'Spirituality']",English,m
A Man Called Peter: The Story of Peter Marshall,Catherine Marshall,4.27,"['Biography', 'Nonfiction', 'Christian', 'Religion', 'Inspirational', 'Christianity', 'Biography Memoir', 'Spirituality', 'Faith', 'Memoir']",English,w
The Serpent Sea,Martha Wells,4.08,"['Fantasy', 'Fiction', 'Adventure', 'High Fantasy', 'Epic Fantasy', 'Magic', 'Science Fiction Fantasy', 'Shapeshifters', 'Romance', 'Adult']",English,w
Above the Veil,Garth Nix,3.9,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Middle Grade', 'Magic', 'Science Fiction Fantasy', 'Young Adult Fantasy', 'Science Fiction']",English,m
Sharpe's Tiger,Bernard Cornwell,4.09,"['Historical Fiction', 'Fiction', 'Historical', 'War', 'Adventure', 'Military Fiction', 'India', 'Audiobook', 'Action', 'British Literature']",English,m
Bound by Blood,Cynthia Eden,3.71,"['Paranormal', 'Vampires', 'Paranormal Romance', 'Romance', 'Shapeshifters', 'Demons', 'Werewolves', 'Fantasy', 'Adult', 'Novella']",English,w
Resurrection Men,Ian Rankin,4.03,"['Mystery', 'Crime', 'Fiction', 'Scotland', 'Thriller', 'Detective', 'Mystery Thriller', 'British Literature', 'Audiobook', 'Murder Mystery']",English,m
Earth Afire,"Orson Scott Card, Aaron Johnston",4.05,"['Science Fiction', 'Fiction', 'Audiobook', 'Science Fiction Fantasy', 'Fantasy', 'Aliens', 'Young Adult', 'Space', 'War', 'Space Opera']",English,m
Pie in the Sky,Jane Smiley,4.04,"['Horses', 'Young Adult', 'Historical Fiction', 'Childrens', 'Fiction', 'Animals', 'Realistic Fiction']",English,w
An Acceptable Time,Madeleine L'Engle,3.81,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Childrens', 'Classics', 'Time Travel', 'Science Fiction Fantasy', 'Middle Grade', 'Adventure']",English,w
The Austrians: A Thousand-Year Odyssey,Gordon Brook-Shepherd,3.57,"['History', 'Nonfiction', '20th Century', 'European History']",English,m
Emil and the Detectives,"Erich Kästner, Walter Trier",3.98,"['Childrens', 'Classics', 'Fiction', 'German Literature', 'Mystery', 'Adventure', 'Germany', 'Middle Grade', 'Crime', '20th Century']",English,m
Fat City,Leonard Gardner,4.07,"['Fiction', 'Sports', 'Novels', 'Classics', 'Literature', 'American', 'Noir', '20th Century', 'The United States Of America', 'Literary Fiction']",English,m
The Bronte Sisters - The Complete Novels + Extras,"Anne Brontë, Emily Brontë, Charlotte Brontë",4.4,"['Classics', 'Fiction', 'Romance', 'Collections', 'Historical Fiction', 'Poetry', '19th Century', 'Historical', 'Novels', 'Anthologies']",English,w
Spring Moon: A Novel of China,Bette Bao Lord,3.98,"['Historical Fiction', 'China', 'Fiction', 'Asia', 'Asian Literature', 'Historical', '20th Century', 'Adult', 'Novels', 'Cultural']",English,w
Knulp,Hermann Hesse,3.86,"['Fiction', 'German Literature', 'Classics', 'Literature', 'Germany', 'Novels', 'Nobel Prize', 'Roman', 'Novella', 'Literary Fiction']",German,m
Hotel,Arthur Hailey,3.99,"['Fiction', 'Thriller', 'Mystery', 'Classics', 'Drama', 'Novels', 'American', 'Suspense', 'Contemporary', 'Mystery Thriller']",English,m
English Creek,Ivan Doig,4.11,"['Fiction', 'Historical Fiction', 'Westerns', 'Historical', 'Coming Of Age', 'Literature', 'Audiobook', 'Literary Fiction', 'Novels', 'Classics']",English,m
Sex and the City,Candace Bushnell,3.41,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'New York', 'Adult', 'Humor', 'Sexuality', 'Adult Fiction', 'American']",,w
"Cuentos de amor, de locura y de muerte",Horacio Quiroga,4.04,"['Short Stories', 'Classics', 'Fiction', 'Spanish Literature', 'Horror', 'Latin American', 'Latin American Literature', 'Literature', 'School', 'Drama']",Spanish,m
Tree Castle Island,Jean Craighead George,4.07,"['Fiction', 'Childrens', 'Adventure', 'Survival', 'Young Adult', 'Animals', 'Middle Grade', 'Coming Of Age', 'Juvenile', 'Nature']",English,m
Ereth's Birthday,Avi,3.96,"['Childrens', 'Fantasy', 'Animals', 'Fiction', 'Middle Grade', 'Young Adult', 'Adventure', 'Juvenile', 'Animal Fiction', 'Humor']",English,m
Sharpe's Regiment,Bernard Cornwell,4.23,"['Historical Fiction', 'Fiction', 'Historical', 'War', 'Military Fiction', 'Adventure', 'Action', 'Audiobook', 'British Literature', 'Novels']",English,m
"This Year It Will Be Different, and other stories",Maeve Binchy,3.57,"['Fiction', 'Short Stories', 'Christmas', 'Romance', 'Irish Literature', 'Ireland', 'Chick Lit', 'Contemporary', 'Holiday', 'Womens Fiction']",English,w
The Islands of the Blessed,Nancy Farmer,4.11,"['Fantasy', 'Young Adult', 'Mythology', 'Historical Fiction', 'Adventure', 'Childrens', 'Fiction', 'Magic', 'Middle Grade', 'Historical']",English,w
Secrets to Happiness,Sarah Dunn,3.15,"['Fiction', 'Chick Lit', 'Adult Fiction', 'Contemporary', 'Adult', 'Novels', 'Romance', 'Relationships', 'Humor', 'Womens Fiction']",English,w
Os Ásperos Tempos,Jorge Amado,4.12,['Romance'],Portuguese,m
Skeleton Creek,Patrick Carman,4.07,"['Mystery', 'Horror', 'Young Adult', 'Middle Grade', 'Fiction', 'Paranormal', 'Teen', 'Adventure', 'Thriller', 'Childrens']",English,m
The Romantic Obsessions and Humiliations of Annie Sehlmeier,Louise Plummer,3.75,"['Young Adult', 'Teen']",English,w
The Spellmans Strike Again,Lisa Lutz,4.2,"['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Mystery Thriller', 'Adult', 'Comedy', 'Adult Fiction', 'Detective', 'Contemporary']",English,w
Bad Monkeys,Matt Ruff,3.61,"['Fiction', 'Science Fiction', 'Mystery', 'Fantasy', 'Thriller', 'Crime', 'Humor', 'Adult', 'Speculative Fiction', 'Science Fiction Fantasy']",English,m
In His Own Write,John Lennon,4.05,"['Poetry', 'Music', 'Humor', 'Fiction', 'Short Stories', 'British Literature', 'Art', 'Literature', 'Classics', '20th Century']",English,m
Henry VIII: The King and His Court,Alison Weir,4.13,"['History', 'Nonfiction', 'Biography', 'Tudor Period', 'Historical', 'British Literature', '16th Century', 'Biography Memoir', 'European History', 'Medieval']",English,w
Pulled,"Amy Lichtenhan , A.L. Jackson",3.93,"['Romance', 'Contemporary Romance', 'Contemporary', 'New Adult', 'Abuse', 'Young Adult', 'Adult', 'Fiction', 'Drama', 'Chick Lit']",English,w
Into Battle,Garth Nix,3.94,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Middle Grade', 'Magic', 'High Fantasy', 'Young Adult Fantasy', 'Epic Fantasy']",English,m
Standing in Another Man's Grave,Ian Rankin,4.06,"['Mystery', 'Crime', 'Fiction', 'Scotland', 'Thriller', 'Detective', 'Mystery Thriller', 'Contemporary', 'Murder Mystery', 'Suspense']",English,m
Simply Love,Catherine Anderson,3.96,"['Historical Romance', 'Romance', 'Historical', 'Westerns', 'Western Romance', 'Contemporary Romance', 'Historical Fiction', 'Fiction', 'Contemporary', 'Western Historical Romance']",English,w
The Ego Tunnel: The Science of the Mind and the Myth of the Self,Thomas Metzinger,4.08,"['Philosophy', 'Psychology', 'Science', 'Nonfiction', 'Neuroscience', 'Brain', 'Spirituality', 'Audiobook', 'Popular Science', 'Metaphysics']",English,m
Poppy,Avi,3.97,"['Fantasy', 'Childrens', 'Fiction', 'Animals', 'Adventure', 'Middle Grade', 'Young Adult', 'Chapter Books', 'Juvenile', 'School']",English,m
The Commodore,Patrick O'Brian,4.42,"['Historical Fiction', 'Fiction', 'Historical', 'Adventure', 'Audiobook', 'War', 'Military Fiction', 'British Literature', 'Literature', 'Maritime']",English,m
The Flood Girls,Richard Fifield,3.63,"['Fiction', 'Humor', 'Contemporary', 'Audiobook', 'Chick Lit', 'Adult Fiction', 'Novels', 'Adult', 'Historical Fiction', 'Realistic Fiction']",English,m
Alaska Wild,Helena Newbury,4.11,"['Romance', 'Romantic Suspense', 'Military Fiction', 'Suspense', 'Contemporary', 'Contemporary Romance', 'Audiobook', 'Survival', 'Adventure', 'Action']",English,w
Northwest Passage,Kenneth Roberts,4.17,"['Historical Fiction', 'Fiction', 'Historical', 'Adventure', 'Classics', 'War', 'American History', 'Novels', 'Unfinished', 'Literary Fiction']",English,m
The Real Life of Sebastian Knight,Vladimir Nabokov,3.94,"['Fiction', 'Classics', 'Russia', 'Novels', 'Russian Literature', 'Literature', 'Literary Fiction', '20th Century', 'American', 'United States']",English,m
The Easy Way to Stop Smoking: Join the Millions Who Have Become Nonsmokers Using the Easyway Method,Allen Carr,4.3,"['Nonfiction', 'Self Help', 'Health', 'Psychology', 'Personal Development', 'Reference', 'Audiobook', 'How To', 'Inspirational', 'Philosophy']",English,m
Finding Laura,Kay Hooper,3.88,"['Romance', 'Mystery', 'Romantic Suspense', 'Fiction', 'Suspense', 'Paranormal', 'Thriller', 'Contemporary', 'Paranormal Romance', 'Mystery Thriller']",English,m
After Caroline,Kay Hooper,3.89,"['Romance', 'Mystery', 'Romantic Suspense', 'Paranormal', 'Suspense', 'Fiction', 'Thriller', 'Contemporary', 'Mystery Thriller', 'Paranormal Romance']",English,m
If There Be Dragons,Kay Hooper,3.32,"['Romance', 'Paranormal', 'Mystery', 'Fiction', 'Contemporary Romance', 'Contemporary', 'Romantic Suspense', 'Paranormal Romance', 'Loveswept', 'Suspense']",English,m
God in Search of Man: A Philosophy of Judaism,Abraham Joshua Heschel,4.37,"['Religion', 'Judaism', 'Philosophy', 'Jewish', 'Theology', 'Nonfiction', 'Judaica', 'Spirituality', 'History', 'Christianity']",,m
Heart and Soul,Maeve Binchy,3.81,"['Fiction', 'Ireland', 'Romance', 'Chick Lit', 'Adult Fiction', 'Contemporary', 'Irish Literature', 'Audiobook', 'Adult', 'Womens Fiction']",English,w
Never Love a Stranger,Harold Robbins,3.83,"['Fiction', 'Romance', 'Drama', 'Adult Fiction', 'Crime', 'Historical Fiction', 'Mystery', 'Contemporary', 'American', 'Adventure']",English,m
A Stone for Danny Fisher,Harold Robbins,3.98,"['Fiction', 'Romance', 'Crime', 'Classics', 'Novels', 'Drama', 'Historical Fiction', 'Adult Fiction', 'American', 'New York']",English,m
The Heart of Devin MacKade,Nora Roberts,4.16,"['Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Adult', 'Chick Lit', 'Harlequin', 'Paranormal', 'Category Romance', 'Adult Fiction']",English,w
Phineas Finn,"Anthony Trollope, John Sutherland",3.98,"['Classics', 'Fiction', 'Victorian', 'Literature', '19th Century', 'British Literature', 'Politics', 'Historical Fiction', 'Novels', 'English Literature']",English,m
Speeches and Writings 1859-1865,Abraham Lincoln,4.43,"['History', 'Biography', 'Politics', 'Nonfiction', 'Civil War', 'American History', 'Presidents', 'Essays', 'Biography Memoir', 'War']",English,m
The Cat Who Could Read Backwards,Lilian Jackson Braun,3.85,"['Mystery', 'Fiction', 'Cozy Mystery', 'Cats', 'Animals', 'Mystery Thriller', 'Crime', 'Adult', 'Humor', 'Adult Fiction']",English,w
"Cesar's Way: The Natural, Everyday Guide to Understanding and Correcting Common Dog Problems","Cesar Millan , Melissa Jo Peltier",3.74,"['Nonfiction', 'Dogs', 'Animals', 'Reference', 'Self Help', 'Audiobook', 'How To', 'Nature', 'Memoir', 'Education']",English,m
Legion of Super-Heroes: The Great Darkness Saga,"Paul Levitz, Keith Giffen",4.16,"['Comics', 'Graphic Novels', 'Dc Comics', 'Superheroes', 'Comic Book', 'Science Fiction', 'Space Opera', 'Adventure', 'Graphic Novels Comics', 'Action']",English,m
The Clue of the Leaning Chimney,Carolyn Keene,3.91,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Middle Grade', 'Juvenile', 'Mystery Thriller', 'Adventure', 'Detective']",English,w
Harrison Bergeron,Kurt Vonnegut Jr.,4.21,"['Short Stories', 'Fiction', 'Science Fiction', 'Classics', 'Dystopia', 'School', 'Read For School', 'Literature', 'American', 'Adult']",English,m
The Clue of the Tapping Heels,Carolyn Keene,3.87,"['Mystery', 'Fiction', 'Young Adult', 'Childrens', 'Classics', 'Middle Grade', 'Mystery Thriller', 'Juvenile', 'Adventure', 'Crime']",English,w
Lord of Legends,Susan Krinard,3.28,"['Romance', 'Paranormal Romance', 'Paranormal', 'Fantasy', 'Historical', 'Unicorns', 'Historical Romance', 'Shapeshifters', 'Historical Fantasy', 'Fantasy Romance']",English,w
Adrian Mole: The Cappuccino Years,Sue Townsend,3.78,"['Fiction', 'Humor', 'Young Adult', 'Contemporary', 'Comedy', 'British Literature', 'Novels', 'Childrens', 'Diary', 'Adult']",English,w
The Oasis,Pauline Gedge,4.11,"['Historical Fiction', 'Historical', 'Egypt', 'Fiction', 'Ancient']",English,w
The Hippopotamus Marsh,Pauline Gedge,4.03,"['Historical Fiction', 'Egypt', 'Historical', 'Fiction', 'Ancient', 'Africa', 'Adult', 'War', 'Mystery', 'Novels']",English,w
بوستان سعدی,Saadi,4.34,"['Poetry', 'Classics', 'Philosophy', 'Literature', 'Fiction', 'Iran', 'Religion', '13th Century', 'Islam', 'Cultural']",,m
Ghost Road Blues,Jonathan Maberry,3.78,"['Horror', 'Fiction', 'Thriller', 'Zombies', 'Paranormal', 'Fantasy', 'Halloween', 'Audiobook', 'Vampires', 'Supernatural']",English,m
I taket lyser stjärnorna,Johanna Thydell,3.57,"['Young Adult', 'Swedish Literature', 'Contemporary', 'Fiction', 'Sweden', 'Read For School', 'Scandinavian Literature', 'Death', 'Novels', 'Illness']",,w
Waging Heavy Peace: A Hippie Dream,Neil Young,3.58,"['Music', 'Biography', 'Nonfiction', 'Memoir', 'Autobiography', 'Biography Memoir', 'Canada', 'Music Biography', 'Unfinished', 'Audiobook']",English,m
Whiteout,Ken Follett,3.61,"['Fiction', 'Thriller', 'Mystery', 'Suspense', 'Crime', 'Mystery Thriller', 'Audiobook', 'Historical Fiction', 'Novels', 'Adventure']",English,m
All Life Is Problem Solving,Karl Popper,4.05,"['Philosophy', 'Nonfiction', 'Science', 'Politics', 'Essays', 'History', 'Classics']",English,m
Artificial Condition,Martha Wells,4.28,"['Science Fiction', 'Fiction', 'Novella', 'Audiobook', 'Adult', 'Space', 'Science Fiction Fantasy', 'Space Opera', 'Robots', 'Fantasy']",English,w
Tales of Burning Love,Louise Erdrich,3.86,"['Fiction', 'Literary Fiction', 'Novels', 'Contemporary', 'Literature', 'American', 'Adult', 'Womens Fiction', 'Modern', 'Westerns']",English,w
Deep Down Popular,Phoebe Stone,3.63,"['Realistic Fiction', 'Young Adult', 'Fiction', 'Middle Grade', 'Romance', 'Contemporary', 'School', 'Childrens', 'Family', 'Teen']",English,w
"Sagwa, the Chinese Siamese Cat",Amy Tan,4.03,"['Picture Books', 'Childrens', 'Fiction', 'Cats', 'China', 'Asia', 'Animals', 'Short Stories', 'Asian Literature', 'Chinese Literature']",English,w
Diary of a Fly,Doreen Cronin,4.19,"['Picture Books', 'Childrens', 'Fiction', 'Humor', 'Animals', 'Diary', 'Fantasy', 'Storytime', 'Juvenile', 'Kids']",English,w
"Licks of Love: Short Stories and a Sequel, ""Rabbit Remembered""",John Updike,3.79,"['Fiction', 'Short Stories', 'American', 'Contemporary', 'Literature', 'Classics', '21st Century', 'Anthologies', 'Literary Fiction', 'Social']",English,m
"Boys ""R"" Us",Lisi Harrison,3.77,"['Young Adult', 'Chick Lit', 'Realistic Fiction', 'Contemporary', 'Fiction', 'Middle Grade', 'Teen', 'Romance', 'Childrens', 'Drama']",English,w
Isabel's Daughter,Judi Hendricks,3.77,"['Fiction', 'Contemporary', 'Mystery', 'Book Club', 'Chick Lit', 'Adult Fiction', 'Literature', 'Food']",English,w
The Land of the Silver Apples,Nancy Farmer,3.99,"['Fantasy', 'Young Adult', 'Fiction', 'Mythology', 'Historical Fiction', 'Adventure', 'Childrens', 'Middle Grade', 'Magic', 'Historical']",English,w
A. Lincoln,Ronald C. White Jr.,4.26,"['History', 'Biography', 'Nonfiction', 'Civil War', 'American History', 'Presidents', 'Politics', 'Biography Memoir', 'Historical', 'American Civil War']",English,m
Silent Covenants: Brown v. Board of Education and the Unfulfilled Hopes for Racial Reform,Derrick A. Bell,4.27,"['Nonfiction', 'Education', 'Race', 'History', 'Law', 'Social Justice', 'African American', 'Activism', 'Grad School']",English,m
"Prescription for Nutritional Healing: A Practical A-to-Z Reference to Drug-Free Remedies Using Vitamins, Minerals, Herbs & Food Supplements",Phyllis A. Balch,4.39,"['Health', 'Reference', 'Nonfiction', 'Nutrition', 'Food', 'Medical', 'Self Help', 'Alternative Medicine', 'Cooking', 'Medicine']",English,w
The First Day on the Somme,Martin Middlebrook,4.29,"['History', 'World War I', 'Nonfiction', 'Military History', 'War', 'Military Fiction', 'Historical', '20th Century', 'European History', 'France']",English,m
The Films of Peter Greenaway,Amy Lawrence,4.06,"['Film', 'Nonfiction']",English,w
Accidental Death of an Anarchist,"Dario Fo, Joseph Farrell",4.13,"['Plays', 'Drama', 'Nobel Prize', 'Italy', 'Italian Literature', 'Fiction', 'Theatre', 'Classics', 'Literature', 'Politics']",English,m
Thomas’s First Memory of the Flare,James Dashner,3.98,"['Young Adult', 'Dystopia', 'Short Stories', 'Science Fiction', 'Fiction', 'Fantasy', 'Novella', 'Post Apocalyptic', 'Mystery', 'Adventure']",English,m
Lady of the Glen: A Novel of 17th-Century Scotland and the Massacre of Glencoe,Jennifer Roberson,3.91,"['Historical Fiction', 'Scotland', 'Romance', 'Historical', 'Historical Romance', 'Fiction', 'Fantasy', '17th Century', 'Adult', 'Medieval']",English,w
Five Have Plenty of Fun,Enid Blyton,3.97,"['Childrens', 'Adventure', 'Fiction', 'Mystery', 'Classics', 'Young Adult', 'Middle Grade', 'Childrens Classics', 'British Literature', 'Mystery Thriller']",English,w
Rebecca of Sunnybrook Farm,Kate Douglas Wiggin,3.87,"['Classics', 'Fiction', 'Childrens', 'Young Adult', 'Historical Fiction', 'Middle Grade', 'Historical', 'Childrens Classics', 'Juvenile', 'Literature']",English,w
The Labours of Hercules,Agatha Christie,3.8,"['Mystery', 'Fiction', 'Crime', 'Short Stories', 'Classics', 'Detective', 'Mystery Thriller', 'British Literature', 'Audiobook', 'Thriller']",English,w
L'Inceste,Christine Angot,2.81,"['French Literature', 'Fiction', 'France', 'LGBT', 'Mental Illness', 'Novels']",French,w
The Sweetest Dream,Doris Lessing,3.73,"['Fiction', 'Historical Fiction', 'Nobel Prize', 'Novels', 'Literature', 'British Literature', 'Family', 'Contemporary', '21st Century', 'Politics']",English,w
Elijah of Buxton,Christopher Paul Curtis,3.93,"['Historical Fiction', 'Young Adult', 'Historical', 'Fiction', 'Middle Grade', 'African American', 'Childrens', 'Canada', 'Juvenile', 'Chapter Books']",English,m
Fantasia: An Algerian Cavalcade,Assia Djebar,3.69,"['Fiction', 'Africa', 'Algeria', 'Historical Fiction', 'France', 'Literature', 'African Literature', 'Novels', 'Womens', 'Female Authors']",English,w
The Tale of Mr. Jeremy Fisher,Beatrix Potter,4.16,"['Childrens', 'Picture Books', 'Classics', 'Fiction', 'Animals', 'Fantasy', 'Juvenile', 'British Literature', 'Short Stories', 'Childrens Classics']",English,w
Lady Thief,Kay Hooper,3.7,"['Romance', 'Historical Romance', 'Mystery', 'Historical Fiction', 'Historical', 'Fiction', 'Suspense', 'Romantic Suspense', 'Regency', 'Paranormal']",English,m
Last of the Dixie Heroes,Peter Abrahams,3.09,"['Fiction', 'Mystery', 'War', 'Speculative Fiction']",English,m
The Pride of Jared MacKade,Nora Roberts,4.09,"['Romance', 'Contemporary Romance', 'Contemporary', 'Fiction', 'Chick Lit', 'Adult', 'Paranormal', 'Ghosts', 'Category Romance', 'Love']",English,w
Revenge of the Spellmans,Lisa Lutz,4.14,"['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Mystery Thriller', 'Adult', 'Comedy', 'Adult Fiction', 'Detective', 'Contemporary']",English,w
Curse of the Spellmans,Lisa Lutz,4.07,"['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Mystery Thriller', 'Adult', 'Comedy', 'Detective', 'Adult Fiction', 'Crime']",English,w
Shadow Tag,Louise Erdrich,3.39,"['Fiction', 'Literary Fiction', 'Contemporary', 'Novels', 'Marriage', 'Family', 'Adult Fiction', 'Audiobook', 'Art', 'Divorce']",English,w
"Mary, Called Magdalene",Margaret George,3.88,"['Historical Fiction', 'Fiction', 'Historical', 'Religion', 'Biblical Fiction', 'Biblical', 'Christian', 'Christian Fiction', 'Adult', 'Spirituality']",English,w
Shakespeare's Counselor,Charlaine Harris,3.91,"['Mystery', 'Fiction', 'Cozy Mystery', 'Crime', 'Mystery Thriller', 'Romance', 'Adult', 'Thriller', 'Contemporary', 'Murder Mystery']",English,w
The Very Best of Charles de Lint,Charles de Lint,4.31,"['Fantasy', 'Short Stories', 'Urban Fantasy', 'Fiction', 'Anthologies', 'Science Fiction Fantasy', 'Canada', 'Magical Realism', 'Short Story Collection', 'Science Fiction']",English,m
Les Récrés du Petit Nicolas,"René Goscinny, Jean-Jacques Sempé",4.24,"['Childrens', 'France', 'Fiction', 'Humor', 'Classics', 'Short Stories', 'French Literature', 'Comedy', '20th Century', 'School']",French,m
Spike vs. Dracula,"Peter David, Joe Corroney",3.99,"['Comics', 'Graphic Novels', 'Vampires', 'Horror', 'Fantasy', 'Buffy The Vampire Slayer', 'Fiction', 'Supernatural', 'Paranormal', 'Tv']",English,m
Falling Angel,William Hjortsberg,3.92,"['Horror', 'Fiction', 'Mystery', 'Thriller', 'Crime', 'Noir', 'Fantasy', 'Detective', 'Novels', 'Mystery Thriller']",English,m
Anna's Book,Barbara Vine,4.0,"['Mystery', 'Fiction', 'Historical Fiction', 'Crime', 'Mystery Thriller', 'British Literature', 'Thriller', 'Suspense', 'Historical', '20th Century']",English,w
Wolf Signs,Vivian Arend,3.6,"['Paranormal', 'Romance', 'Paranormal Romance', 'Shapeshifters', 'Werewolves', 'Fantasy', 'Erotica', 'Urban Fantasy', 'Adult', 'Contemporary']",English,w
The Mysterious Flame of Queen Loana,Umberto Eco,3.36,"['Fiction', 'Historical Fiction', 'Literature', 'Italian Literature', 'Italy', 'Literary Fiction', 'Contemporary', 'Books About Books', 'Novels', 'Mystery']",English,m
"Bark, George",Jules Feiffer,4.21,"['Picture Books', 'Storytime', 'Childrens', 'Animals', 'Dogs', 'Humor', 'Fiction', 'Juvenile', 'Classics', 'Fantasy']",English,m
The Colour,Rose Tremain,3.83,"['Historical Fiction', 'Fiction', 'Historical', 'Literary Fiction', 'British Literature', 'Contemporary', 'Womens', 'Female Authors', '19th Century', 'Romance']",English,w
The Unlikely Romance of Kate Bjorkman,Louise Plummer,3.87,"['Young Adult', 'Romance', 'Christmas', 'Fiction', 'Teen', 'Realistic Fiction', 'Holiday', 'Contemporary', 'Chick Lit', 'Humor']",English,w
Merde Actually,Stephen Clarke,3.57,"['Fiction', 'Humor', 'France', 'Travel', 'Contemporary', 'Comedy', 'Novels', 'Roman', 'British Literature', 'Modern']",English,m
The Woman in the Wall,Patrice Kindl,3.83,"['Young Adult', 'Fantasy', 'Fiction', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Magical Realism', 'Contemporary', 'Romance', 'Mystery']",English,m
Mackenzie's Mountain,Linda Howard,4.16,"['Romance', 'Contemporary Romance', 'Contemporary', 'Romantic Suspense', 'Westerns', 'Suspense', 'Adult', 'Fiction', 'Historical Romance', 'Historical']",English,w
Revenant,Kat Richardson,4.0,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Mystery', 'Fiction', 'Horror', 'Ghosts', 'Supernatural', 'Vampires', 'Science Fiction Fantasy']",English,w
High Tide in Tucson,Barbara Kingsolver,4.05,"['Nonfiction', 'Essays', 'Memoir', 'Nature', 'Short Stories', 'Environment', 'Biography', 'Adult', 'Literature', 'Travel']",English,w
Momma and the Meaning of Life: Tales of Psychotherapy,Irvin D. Yalom,4.04,"['Psychology', 'Nonfiction', 'Short Stories', 'Philosophy', 'Counselling', 'Mental Health', 'Literature', 'Psychiatry', 'Psychoanalysis', 'American']",English,m
Beyond the Blue Mountains,Jean Plaidy,3.72,"['Historical Fiction', 'Fiction', 'Australia', 'Romance', 'Historical']",English,m
Chester,Mélanie Watt,4.22,"['Picture Books', 'Childrens', 'Cats', 'Humor', 'Animals', 'Fiction', 'Storytime', 'Canada', 'Fantasy', 'Writing']",English,w
This Side of Heaven,Karen Kingsbury,4.35,"['Christian Fiction', 'Christian', 'Fiction', 'Adult Fiction', 'Inspirational', 'Novels', 'Drama', 'Contemporary', 'Christian Romance', 'Romance']",English,w
Superstition,David Ambrose,3.69,"['Horror', 'Thriller', 'Fiction', 'Mystery', 'Fantasy', 'Paranormal', 'Supernatural', 'Ghosts', 'Suspense', 'Audiobook']",English,m
