title,author,rating,genres,language,gender
Who Ordered This Truckload of Dung?: Inspiring Stories for Welcoming Life's Difficulties,Ajahn Brahm,4.35,"['Buddhism', 'Nonfiction', 'Self Help', 'Spirituality', 'Philosophy', 'Religion', 'Short Stories', 'Inspirational', 'Personal Development', 'Psychology']",,unknown
If I Ran the Circus,Dr. Seuss,3.93,"['Picture Books', 'Childrens', 'Fiction', 'Poetry', 'Classics', 'Humor', 'Fantasy', 'Animals', 'Kids', 'Graphic Novels']",English,unknown
The Rainbow Goblins,Ul De Rico,4.43,"['Picture Books', 'Childrens', 'Fantasy', 'Fiction', 'Art', 'Fairy Tales', 'Science Fiction Fantasy', 'Young Adult', '1st Grade', 'Monsters']",English,unknown
"Here, Home, Hope",Kaira Rouda,3.4,"['Chick Lit', 'Fiction', 'Contemporary', 'Womens Fiction', 'Adult', 'Realistic Fiction', 'Adult Fiction']",English,unknown
"Fullmetal Alchemist, Vol. 4",Hiromu Arakawa,4.56,"['Manga', 'Fantasy', 'Comics', 'Graphic Novels', 'Fiction', 'Steampunk', 'Science Fiction', 'Young Adult', 'Shonen', 'Adventure']",English,unknown
الثورة 2.0,"وائل، غنيم, Wael Ghonim",3.92,"['Politics', 'Nonfiction', 'History', 'Memoir', 'Egypt', 'Biography', 'School', 'Social Media', 'Political Science', 'Social Justice']",Arabic,unknown
If It's Not Forever. It's Not Love.,"Durjoy Datta , Nikita Singh",3.66,"['Romance', 'Fiction', 'Love', 'Romantic', 'Indian Literature', 'Contemporary', 'India', 'Novels', 'Young Adult', 'Love Story']",English,unknown
The Worst Journey in the World,Apsley Cherry-Garrard,4.17,"['Nonfiction', 'History', 'Travel', 'Adventure', 'Memoir', 'Biography', 'Survival', 'Classics', 'Historical', 'Autobiography']",,unknown
Jesus Among Other Gods: The Absolute Claims of the Christian Message,Ravi Zacharias,4.21,"['Christian', 'Theology', 'Religion', 'Christianity', 'Nonfiction', 'Faith', 'Philosophy', 'Spirituality', 'Christian Living', 'Christian Non Fiction']",English,mostly_male
Eve of Chaos,S.J. Day,4.01,"['Urban Fantasy', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Angels', 'Demons', 'Fiction', 'Magic', 'Erotica']",English,unknown
Hill Country Man,Loralee Lillibridge,4.5,[],English,unknown
August: Osage County,Tracy Letts,4.19,"['Plays', 'Drama', 'Theatre', 'Fiction', 'American', 'Family', 'Contemporary', 'Adult', 'Literature', '21st Century']",English,mostly_female
الحقيقة الغائبة,فرج فودة,3.94,"['Religion', 'Politics', 'History', 'Nonfiction', 'Islam', 'Sociology', 'Cultural', 'Islamism']",Arabic,unknown
Faking Sweet,J.C. Burke,3.51,['Young Adult'],English,unknown
Hidden Wings,Cameo Renae,3.93,"['Angels', 'Paranormal', 'Fantasy', 'Young Adult', 'Romance', 'Paranormal Romance', 'Supernatural', 'Demons', 'Fiction', 'Urban Fantasy']",English,unknown
419,Will Ferguson,3.62,"['Fiction', 'Canada', 'Africa', 'Mystery', 'Contemporary', 'Book Club', 'Nigeria', 'Crime', 'Suspense', 'Literary Fiction']",English,mostly_male
The Modern Man: A philosophical divagation about the evil banality of daily acts,Cristiane Serruya,3.88,"['Philosophy', 'Psychology']",English,unknown
Latakia,J.F. Smith,4.23,"['M M Romance', 'Military Fiction', 'Contemporary', 'Romance', 'Gay', 'Contemporary Romance', 'LGBT', 'Fiction', 'Action', 'Soldiers']",English,unknown
وحي القلم - الجزء الثاني,مصطفى صادق الرافعي,4.34,['Egyptian Literature'],,unknown
Song of Songs,Beverley Hughesdon,4.32,"['World War I', 'Historical Fiction', 'Historical Romance', 'Historical']",English,mostly_female
Paige Turned,Erynn Mangum,4.3,"['Christian Fiction', 'Fiction', 'Contemporary', 'Christian', 'Chick Lit', 'Romance', 'Young Adult']",English,unknown
Paige Torn,Erynn Mangum,4.2,"['Christian Fiction', 'Christian', 'Romance', 'Contemporary', 'Fiction', 'Chick Lit', 'Young Adult', 'Realistic Fiction', 'New Adult', 'Christian Romance']",English,unknown
We Are Water,Wally Lamb,3.81,"['Fiction', 'Contemporary', 'Audiobook', 'Literary Fiction', 'Family', 'Adult Fiction', 'LGBT', 'Adult', 'Novels', 'Book Club']",English,mostly_male
The Raft,S.A. Bodeen,3.8,"['Young Adult', 'Survival', 'Realistic Fiction', 'Adventure', 'Fiction', 'Contemporary', 'Middle Grade', 'Teen', 'Suspense', 'Action']",English,unknown
کشتی پهلو گرفته,سیدمهدی شجاعی,4.08,"['Religion', 'Novels']",,unknown
Kurathi Mudukku,G. Nagarajan,4.13,[],Tamil,unknown
Your Leadership Edge,Ravinder Tulsiani,3.97,"['Business', 'Leadership', 'Management', 'Self Help', 'Nonfiction', 'Personal Development']",English,mostly_male
The Hope Handbook,Germany Kent,4.46,[],,unknown
Study Bible: NIV,Anonymous,4.7,"['Christian', 'Religion', 'Christianity', 'Nonfiction', 'Reference', 'Spirituality', 'Faith', 'Classics', 'Theology', 'Christian Non Fiction']",English,unknown
فئران أمي حصة,"سعود السنعوسي , Saud Alsanousi",4.17,"['Novels', 'Fiction', 'Literature', 'Unfinished', 'Historical Fiction', 'Politics', 'Dystopia', 'Contemporary']",Arabic,unknown
Big Rock,Lauren Blakely,3.95,"['Romance', 'Contemporary', 'Contemporary Romance', 'Humor', 'Adult', 'New Adult', 'Erotica', 'Chick Lit', 'Audiobook', 'Fiction']",English,mostly_female
Kendrick,A.H. Holt,4.02,[],English,unknown
El árbol de la ciencia,Pío Baroja,3.73,"['Classics', 'Spanish Literature', 'Fiction', 'Spain', 'School', 'Novels', 'Philosophy', '20th Century', 'Drama', 'Read For School']",Spanish,unknown
The Summer Palace,C.S. Pacat,4.43,"['Fantasy', 'Romance', 'LGBT', 'Short Stories', 'M M Romance', 'Adult', 'Fiction', 'Historical', 'Novella', 'Queer']",English,unknown
Paige Rewritten,Erynn Mangum,4.33,"['Christian Fiction', 'Christian', 'Fiction', 'Romance', 'Chick Lit', 'Contemporary', 'Young Adult']",English,unknown
The Mafia And His Angel: Part 3,Lylah James,4.3,"['Dark', 'Romance', 'Abuse', 'Adult', 'Crime', 'Contemporary', 'Contemporary Romance', 'Suspense', 'Audiobook', 'Erotica']",,unknown
تراژدی اسبی که ایستاد,روح اله سهرابی,1.92,[],,unknown
Power Stones: The Specter's Scrolls (Power Stones Series Book #4),B.S. Barker,4.85,[],English,unknown
The Collected Ghost Stories of E.F. Benson,"E.F. Benson, Richard Dalby",4.19,"['Horror', 'Short Stories', 'Ghost Stories', 'Fiction', 'Gothic', 'Ghosts', 'Classics', 'Fantasy', 'Anthologies', 'Paranormal']",English,unknown
The Natural Superiority of Women,Ashley Montagu,3.92,"['Nonfiction', 'Feminism', 'Womens', 'Psychology', 'Womens Studies', 'Gender']",English,mostly_female
Το ξυράφι του Όκαμ,"Αλέξιος Μάινας, Alexios Mainas",5.0,[],"Greek, Modern (1453-)",unknown
Weathering With You,Makoto Shinkai,3.99,"['Light Novel', 'Fantasy', 'Romance', 'Young Adult', 'Manga', 'Japanese Literature', 'Slice Of Life', 'Fiction', 'Novels', 'Japan']",English,mostly_male
حروب دولة الرسول,سيد محمود القمني,3.97,"['History', 'Islam', 'Religion']",Arabic,unknown
ديوان المتنبي,أبو الطيب المتنبي,4.35,"['Poetry', 'Literature', 'Classics', 'Nonfiction', 'Philosophy', 'Islam', 'Love']",Arabic,unknown
We Of The Forsaken World...,Kiran Bhat,4.59,"['Fiction', '21st Century', 'Short Stories', 'Contemporary', 'Indian Literature']",English,mostly_female
وحي القلم,مصطفى صادق الرافعي,4.34,"['Literature', 'Nonfiction', 'Religion', 'Unfinished', 'Philosophy', 'Islam']",Arabic,unknown
A Quiet Vendetta,R.J. Ellory,4.04,"['Thriller', 'Fiction', 'Crime', 'Mystery', 'Roman', 'Suspense', 'Detective', '21st Century', 'Mystery Thriller']",English,unknown
The White Giraffe,Lauren St. John,3.99,"['Fantasy', 'Animals', 'Fiction', 'Childrens', 'Africa', 'Middle Grade', 'Adventure', 'Mystery', 'Young Adult', 'Juvenile']",English,mostly_female
الأرواح المتمردة,"Kahlil Gibran, جبران خليل جبران",3.95,"['Philosophy', 'Fiction', 'Novels', 'Short Stories', 'Classics', 'Literature', 'Poetry', 'Spirituality', 'Lebanon', 'Romance']",Arabic,unknown
To Hell and Back,Audie Murphy,4.23,"['History', 'Nonfiction', 'Biography', 'Military Fiction', 'World War II', 'War', 'Military History', 'Memoir', 'Autobiography', 'American History']",,mostly_male
Magic to the Bone,Devon Monk,3.65,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Magic', 'Romance', 'Fiction', 'Paranormal Romance', 'Adult', 'Mystery', 'Supernatural']",English,mostly_male
The Third Eye,T. Lobsang Rampa,3.96,"['Fiction', 'Spirituality', 'Religion', 'Philosophy', 'Fantasy', 'Occult', 'Novels', 'Buddhism', 'New Age', 'Self Help']",English,unknown
Rootless,Chris Howard,3.5,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Post Apocalyptic', 'Fiction', 'Teen', 'Adventure', 'Apocalyptic', 'Survival']",English,mostly_male
ഖസാക്കിന്റെ ഇതിഹാസം | Khasakkinte Ithihasam,O.V. Vijayan,4.1,"['Fiction', 'Novels', 'Classics', 'India', 'Literature', 'Magical Realism', 'M M Romance', 'Indian Literature']",Malayalam,unknown
The Crowded Shadows,Celine Kiernan,3.88,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'High Fantasy', 'Adventure', 'Young Adult Fantasy', 'Historical', 'Science Fiction Fantasy', 'Adult']",,unknown
Adept,T.D. McMichael,4.24,[],English,unknown
السحاب الأحمر,مصطفى صادق الرافعي,4.08,"['Literature', 'Nonfiction', 'Philosophy', 'Romance', 'Poetry']",Arabic,unknown
في القدس,تميم البرغوثي,4.29,['Poetry'],Arabic,unknown
The Living Blood,Tananarive Due,4.34,"['Horror', 'Fiction', 'Fantasy', 'Paranormal', 'Science Fiction', 'African American', 'Supernatural', 'Urban Fantasy', 'Africa', 'Vampires']",English,unknown
Anne Hawksmoor: The Time Thief (Book 3),K.C. Harry,4.33,[],English,unknown
How I Braved Anu Aunty & Co-Founded A Million Dollar Company,Varun Agarwal,3.72,"['Nonfiction', 'Business', 'Biography', 'Entrepreneurship', 'India', 'Indian Literature', 'Self Help', 'Humor', 'Memoir', 'Contemporary']",English,unknown
Simple Miracles: Doa dan Arwah,Ayu Utami,3.97,"['Novels', 'Indonesian Literature', 'Spirituality', 'Philosophy', 'Literature']",Indonesian,unknown
Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,Robin S. Sharma,4.0,"['Self Help', 'Nonfiction', 'Philosophy', 'Inspirational', 'Personal Development', 'Spirituality', 'Psychology', 'Leadership', 'Business', 'Indian Literature']",English,mostly_male
A Little Something Different,Sandy Hall,3.61,"['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Chick Lit', 'New Adult', 'Realistic Fiction', 'Young Adult Contemporary', 'College', 'Audiobook']",English,mostly_female
I Crawl Through It,A.S. King,3.52,"['Young Adult', 'Contemporary', 'Magical Realism', 'Fiction', 'Mental Health', 'Fantasy', 'Teen', 'Realistic Fiction', 'Mental Illness', 'Audiobook']",English,unknown
Always,Kindle Alexander,4.2,"['M M Romance', 'Romance', 'Contemporary', 'Gay', 'Contemporary Romance', 'Erotica', 'LGBT', 'Politics', 'Family', 'Adult']",English,unknown
رحلة عقل,عمرو شريف,4.08,"['Philosophy', 'Religion', 'Science', 'Nonfiction', 'Atheism', 'Spirituality', 'Psychology', 'Islam']",Arabic,unknown
ಆವರಣ [Aavarana],"S.L. Bhyrappa, ಎಸ್.ಎಲ್. ಭೈರಪ್ಪ",4.41,"['History', 'India', 'Marathi', 'Historical', 'Indian Literature', 'Religion', 'Nonfiction', 'Politics', 'Hinduism', 'Asia']",Kannada,unknown
Evenfall: Volume 1: Director's Cut,"Ais , Santino Hassell",4.22,"['M M Romance', 'Romance', 'Dystopia', 'LGBT', 'Science Fiction', 'Dark', 'Adult', 'Military Fiction', 'Abuse', 'Fiction']",English,unknown
Cehenneme Övgü,Gündüz Vassaf,4.32,"['Nonfiction', 'Turkish Literature', 'Philosophy', 'Turkish', 'Sociology', 'Politics']",Turkish,mostly_male
بنت السلطان,إحسان عبد القدوس,3.72,"['Short Stories', 'Fiction']",Arabic,unknown
بائع الحب,إحسان عبد القدوس,3.45,"['Short Stories', 'Fiction']",Arabic,unknown
مصرع كليوباترا,أحمد شوقي,3.72,"['Poetry', 'Plays', 'Classics', 'Literature']",Arabic,unknown
The House in the Cerulean Sea,T.J. Klune,4.53,"['Fantasy', 'LGBT', 'Fiction', 'Romance', 'Adult', 'Queer', 'Audiobook', 'Young Adult', 'M M Romance', 'Magic']",English,unknown
The Keeping Place,Isobelle Carmody,4.09,"['Fantasy', 'Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Post Apocalyptic', 'Science Fiction Fantasy', 'Young Adult Fantasy', 'Teen', 'Romance']",English,unknown
The Traitor in the Tunnel,Y.S. Lee,4.07,"['Mystery', 'Historical Fiction', 'Young Adult', 'Historical', 'Romance', 'Fiction', 'Victorian', 'Adventure', 'Historical Mystery', 'Teen']",English,unknown
गुनाहों का देवता,"धर्मवीर भारती, Dharamvir Bharati",4.29,"['Fiction', 'India', 'Classics', 'Indian Literature', 'Romance', 'Novels', 'Literature', 'Relationships']",Hindi,unknown
The Lotus and the Cross: Jesus Talks with Buddha,Ravi Zacharias,3.99,"['Christian', 'Theology', 'Christianity', 'Religion', 'Nonfiction', 'Philosophy', 'Buddhism', 'Spirituality', 'Christian Living', 'Faith']",English,mostly_male
Dagon and Other Macabre Tales,"H.P. Lovecraft, T.E.D. Klein",4.2,"['Horror', 'Fiction', 'Short Stories', 'Fantasy', 'Weird Fiction', 'Classics', 'Lovecraftian', 'Science Fiction', 'Cthulhu Mythos', 'Literature']",English,unknown
Eve of Destruction,S.J. Day,3.97,"['Urban Fantasy', 'Paranormal', 'Fantasy', 'Paranormal Romance', 'Angels', 'Romance', 'Demons', 'Fiction', 'Magic', 'Supernatural']",English,unknown
What She Left Behind,Tracy Bilen,3.84,"['Young Adult', 'Mystery', 'Contemporary', 'Thriller', 'Abuse', 'Realistic Fiction', 'Suspense', 'Romance', 'Fiction', 'Teen']",English,mostly_female
Humanae Vitae: Of Human Life,Pope Paul VI,4.56,"['Catholic', 'Theology', 'Religion', 'Nonfiction', 'Christianity', 'Faith', 'Philosophy', 'Christian', 'Spirituality', '20th Century']",English,unknown
Everybody Say Amen,ReShonda Tate Billingsley,4.44,"['Christian Fiction', 'Fiction', 'Romance', 'Urban', 'Spirituality', 'African American', 'Drama', 'Christian']",English,unknown
Ashes of Roses,Mary Jane Auch,3.99,"['Historical Fiction', 'Young Adult', 'Fiction', 'Historical', 'School', 'Young Adult Historical Fiction', 'Middle Grade', 'Classics', 'Childrens', 'American History']",English,mostly_female
A Kiss in the Dark,Cat Clarke,3.61,"['Young Adult', 'Contemporary', 'Romance', 'LGBT', 'Young Adult Contemporary', 'Fiction', 'Mystery', 'British Literature', 'Queer', 'Drama']",English,mostly_male
When Only Love Remains,Durjoy Datta,3.63,"['Romance', 'Contemporary', 'Fiction', 'Indian Literature', 'Novels', 'Romantic', 'Love']",English,unknown
The Lost Girl,Sangu Mandanna,3.88,"['Young Adult', 'Science Fiction', 'Dystopia', 'Fantasy', 'Romance', 'Fiction', 'Paranormal', 'India', 'Contemporary', 'Adventure']",English,unknown
Bulan Terbelah di Langit Amerika,"Hanum Salsabiela Rais, Rangga Almahendra",4.21,"['Novels', 'Islam', 'Fiction', 'Indonesian Literature', 'Religion', 'Adventure', 'Inspirational']",Indonesian,unknown
A is for Abstinence,Kelly Oram,3.92,"['Romance', 'Young Adult', 'Contemporary', 'New Adult', 'Chick Lit', 'Music', 'Humor', 'Fiction', 'Young Adult Contemporary', 'Adult']",,mostly_female
Delhi Is Not Far,Ruskin Bond,3.84,"['Fiction', 'India', 'Indian Literature', 'Short Stories', 'Novella']",English,unknown
Average Joe and the Extraordinaires,Belart Wright,3.3,"['Fantasy', 'Young Adult']",English,unknown
مشكلة الأفكار في العالم الإسلامي,مالك بن نبي,4.1,"['Philosophy', 'Islam', 'Nonfiction', 'Religion', 'Politics', 'Sociology', 'Cultural', 'Social', 'Essays', 'History']",Arabic,unknown
Strike of Lightning,M.F.C. Assoum,4.65,[],English,unknown
"The Obernewtyn Chronicles Omnibus, #1-6",Isobelle Carmody,4.39,['Fantasy'],English,unknown
How to Keep Rolling After a Fall,Karole Cozzo,3.81,"['Young Adult', 'Contemporary', 'Romance', 'Realistic Fiction', 'Young Adult Contemporary', 'Fiction', 'Disability', 'High School', 'Teen', 'Drama']",English,unknown
The Enchanted Castle,E. Nesbit,3.84,"['Fantasy', 'Classics', 'Childrens', 'Fiction', 'Young Adult', 'Middle Grade', 'Magic', 'Adventure', 'Juvenile', 'British Literature']",English,unknown
"Dear Leader: Poet, Spy, Escapee - A Look Inside North Korea",Jang Jin-sung,4.31,"['Nonfiction', 'History', 'Memoir', 'Biography', 'Politics', 'Asia', 'Autobiography', 'Audiobook', 'Biography Memoir', 'Historical']",English,andy
The Coppersmith Farmhouse,Devney Perry,3.92,"['Romance', 'Contemporary Romance', 'Contemporary', 'Suspense', 'Romantic Suspense', 'Adult', 'Audiobook', 'Mystery', 'Childrens', 'Fiction']",English,unknown
Annihilation of Caste,B.R. Ambedkar,4.6,"['Nonfiction', 'India', 'Politics', 'History', 'Philosophy', 'Religion', 'Sociology', 'Indian Literature', 'Society', 'Cultural']",,unknown
Power Stones: The Heroes Cup (Power Stones Series Book 5),B.S. Barker,4.91,[],,unknown
The Kingdom of Copper,S.A. Chakraborty,4.41,"['Fantasy', 'Fiction', 'Historical Fiction', 'Adult', 'Audiobook', 'Magic', 'Young Adult', 'Historical', 'Mythology', 'Science Fiction Fantasy']",English,unknown
أرض زيكولا,عمرو عبدالحميد,3.85,"['Novels', 'Fantasy', 'Fiction', 'Romance', 'Audiobook', 'Science Fiction', 'Dystopia', 'Mystery', 'Adventure', 'Egypt']",Arabic,unknown
Rara Mendut: Sebuah Trilogi,Y.B. Mangunwijaya,4.19,"['Novels', 'Indonesian Literature', 'Fiction', 'Romance', 'Historical Fiction', 'Historical', 'Cultural']",Indonesian,unknown
Galahad at Blandings,P.G. Wodehouse,4.25,"['Fiction', 'Humor', 'Classics', 'Comedy', 'British Literature', 'Novels', 'Literature', '20th Century', 'Audiobook', 'Historical Fiction']",English,unknown
The Seven Valleys and the Four Valleys,Bahá'u'lláh,4.7,"['Religion', 'Baha I', 'Spirituality', 'Nonfiction']",English,unknown
Theodosia and the Eyes of Horus,R.L. LaFevers,4.13,"['Fantasy', 'Middle Grade', 'Mystery', 'Historical Fiction', 'Mythology', 'Fiction', 'Adventure', 'Egypt', 'Childrens', 'Young Adult']",English,unknown
The Normal Christian Life,Watchman Nee,4.31,"['Christian', 'Theology', 'Christian Living', 'Christianity', 'Nonfiction', 'Spirituality', 'Religion', 'Faith', 'Classics', 'Christian Non Fiction']",English,unknown
The Lost Years of Merlin,T.A. Barron,3.98,"['Fantasy', 'Young Adult', 'Fiction', 'Arthurian', 'Magic', 'Adventure', 'Middle Grade', 'Mythology', 'Science Fiction Fantasy', 'Young Adult Fantasy']",English,unknown
لعنة الفراعنة,أنيس منصور,3.51,"['Nonfiction', 'History', 'Literature', 'Supernatural', 'Paranormal', 'Egyptology']",Arabic,unknown
السنجة,أحمد خالد توفيق,3.21,"['Novels', 'Fiction', 'Literature', 'Egypt', 'Dystopia', 'Mystery', 'Egyptian Literature', 'Suspense', 'Unfinished']",Arabic,unknown
Fairish,Esti Kinasih,3.69,"['Romance', 'Indonesian Literature', 'Novels', 'Fiction', 'Young Adult', 'Teen', 'Chick Lit', 'Contemporary', 'Romantic', 'Roman']",Indonesian,unknown
بيكاسو وستاربكس,ياسر حارب,3.5,"['Nonfiction', 'Philosophy', 'Self Help', 'Unfinished', 'Essays', 'Personal Development', 'Literature']",Arabic,unknown
صانع الظلام,تامر إبراهيم,3.8,"['Horror', 'Novels', 'Fiction', 'Fantasy', 'Mystery', 'Audiobook', 'Literature', 'Crime', 'Unfinished', 'Supernatural']",Arabic,unknown
القرآن كائن حي,مصطفى محمود,4.1,"['Religion', 'Islam', 'Nonfiction', 'Philosophy', 'God', 'Spirituality']",Arabic,unknown
Awareness: The Key to Living in Balance,Osho,4.33,"['Spirituality', 'Philosophy', 'Nonfiction', 'Self Help', 'Personal Development', 'Psychology', 'New Age', 'Buddhism']",,unknown
신의 탑 1 [Tower of God],SIU,4.5,"['Manga', 'Manhwa', 'Fantasy', 'Comics', 'Graphic Novels', 'Webcomic', 'Fiction', 'Action', 'Adventure', 'Young Adult']",Korean,unknown
Kraken,China Miéville,3.6,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Science Fiction', 'Horror', 'Mystery', 'Science Fiction Fantasy', 'Weird Fiction', 'Speculative Fiction', 'New Weird']",English,unknown
সমগ্র শিশুসাহিত্য,Sukumar Ray,4.73,"['Classics', 'Humor', 'Childrens', 'Fantasy', 'Literature']",Bengali,unknown
أنتيخريستوس,أحمد خالد مصطفى,3.68,"['Novels', 'Fiction', 'Horror', 'Audiobook', 'Literature', 'Mystery', 'Fantasy', 'Historical Fiction', 'Religion', 'Politics']",Arabic,unknown
Human Landscapes from My Country: An Epic Novel in Verse,Nâzım Hikmet Ran,4.58,"['Poetry', 'Turkish Literature', 'Turkish', 'Fiction', 'Literature', 'Classics']",English,unknown
Riding Fence,A.H. Holt,4.11,[],English,unknown
"A New Life: The Chronicles of the Reverie, Novella 1",Natomi Karkael,4.19,"['Young Adult', 'Romance', 'New Adult', 'Science Fiction Fantasy', 'Science Fiction', 'Drama', 'Mystery Thriller', 'Mystery', 'Modern', 'Adventure']",,unknown
The Grey Woods,J. Carson Rose,4.19,"['Modern', '21st Century', 'Fantasy', 'Science Fiction Fantasy', 'Suspense', 'New Adult', 'Science Fiction', 'Mystery', 'Thriller', 'Novels']",English,unknown
The Black Tides of Heaven,J.Y. Yang,3.76,"['Fantasy', 'Fiction', 'LGBT', 'Novella', 'Queer', 'Adult', 'Science Fiction Fantasy', 'Science Fiction', 'High Fantasy', 'Speculative Fiction']",English,unknown
Tattered,Devney Perry,4.14,"['Romance', 'Contemporary Romance', 'Contemporary', 'Adult', 'Audiobook', 'New Adult', 'Childrens', 'Fiction', 'Family', 'Chick Lit']",English,unknown
The Loneliest Girl in the Universe,Lauren James,3.8,"['Science Fiction', 'Young Adult', 'Fiction', 'Thriller', 'Space', 'Audiobook', 'Fantasy', 'Romance', 'Mystery', 'Mental Health']",English,mostly_female
Heartsong,T.J. Klune,4.55,"['Fantasy', 'Paranormal', 'Romance', 'M M Romance', 'LGBT', 'Shapeshifters', 'Urban Fantasy', 'Adult', 'Werewolves', 'Magic']",English,unknown
حياة المسيح,عباس محمود العقاد,3.66,"['Religion', 'History', 'Nonfiction', 'Biography', 'Islam', 'Biography Memoir', 'Philosophy', 'Christianity']",Arabic,unknown
Escape From the Forest,"Erin Hunter (Creator), Dan Jolley",4.11,"['Manga', 'Graphic Novels', 'Fantasy', 'Animals', 'Comics', 'Cats', 'Fiction', 'Middle Grade', 'Childrens', 'Young Adult']",English,mostly_female
Summer Lightning,P.G. Wodehouse,4.23,"['Fiction', 'Humor', 'Classics', 'Comedy', 'British Literature', 'Historical Fiction', 'Audiobook', 'Novels', '20th Century', 'Literature']",English,unknown
13 to Life,Shannon Delany,3.8,"['Young Adult', 'Werewolves', 'Paranormal', 'Fantasy', 'Romance', 'Supernatural', 'Urban Fantasy', 'Paranormal Romance', 'Shapeshifters', 'Fiction']",English,mostly_female
The Little Engine That Could,Watty Piper,4.16,"['Picture Books', 'Childrens', 'Classics', 'Fiction', 'Trains', 'Kids', 'Fantasy', 'Juvenile', 'Transport', 'Inspirational']",English,unknown
Letter to a Christian Nation,Sam Harris,4.01,"['Nonfiction', 'Religion', 'Philosophy', 'Atheism', 'Politics', 'Science', 'Christianity', 'Spirituality', 'Audiobook', 'Essays']",English,mostly_male
Les Chants de Maldoror,Comte de Lautréamont,4.18,"['Poetry', 'Fiction', 'France', 'Classics', 'Literature', 'French Literature', 'Horror', '19th Century', 'Novels', 'Surreal']",English,unknown
Blood Fever,Charlie Higson,4.02,"['Young Adult', 'Adventure', 'Fiction', 'Mystery', 'Thriller', 'Espionage', 'Action', 'Childrens', 'Teen', 'Historical Fiction']",English,mostly_male
The Dragon God,Brae Wyckoff,4.68,"['Fantasy', 'Dragons']",English,unknown
True,Erin McCarthy,3.77,"['New Adult', 'Romance', 'Contemporary', 'Contemporary Romance', 'College', 'Young Adult', 'Adult', 'Abuse', 'Chick Lit', 'Fiction']",English,mostly_female
The Cloud Searchers,Kazu Kibuishi,4.36,"['Graphic Novels', 'Fantasy', 'Comics', 'Middle Grade', 'Adventure', 'Childrens', 'Young Adult', 'Fiction', 'Magic', 'Graphic Novels Comics']",English,unknown
The Dawn Country,"W. Michael Gear, Kathleen O'Neal Gear",4.33,"['Historical Fiction', 'Fiction', 'Historical', 'Native Americans', 'Mystery', 'Prehistoric', 'American History', 'Adventure']",English,unknown
The Harsh Cry of the Heron,Lian Hearn,3.94,"['Fantasy', 'Fiction', 'Historical Fiction', 'Japan', 'Young Adult', 'Historical', 'Romance', 'Adventure', 'Asia', 'Asian Literature']",Indonesian,andy
Railsea,China Miéville,3.89,"['Fantasy', 'Science Fiction', 'Fiction', 'Steampunk', 'Young Adult', 'Dystopia', 'Adventure', 'Speculative Fiction', 'New Weird', 'Post Apocalyptic']",English,unknown
The Consequences Series Box Set,Aleatha Romig,4.47,"['Dark', 'Romance', 'Erotica', 'Amazon', 'BDSM', 'Suspense', 'Mystery', 'Contemporary Romance', 'Abuse', 'Mystery Thriller']",English,unknown
واي من لوف مزز,إيهاب معوض,3.13,"['Relationships', 'Social', 'Humor']",Arabic,unknown
"Oh, wie schön ist Panama",Janosch,4.35,"['Childrens', 'German Literature', 'Fiction', 'Picture Books', 'Classics', 'Animals', 'Germany', 'Fantasy', 'Novels', 'Audiobook']",German,unknown
Sita: An Illustrated Retelling of the Ramayana,Devdutt Pattanaik,4.07,"['Mythology', 'India', 'Fiction', 'Indian Literature', 'Religion', 'Spirituality', 'Fantasy', 'Philosophy', 'Classics', 'Cultural']",English,unknown
Life and Death are Wearing Me Out,Mo Yan,3.99,"['Fiction', 'China', 'Historical Fiction', 'Fantasy', 'Nobel Prize', 'Asia', 'Chinese Literature', 'Novels', 'Literature', 'Asian Literature']",English,mostly_male
The Girl in 6E,A.R. Torre,3.81,"['Thriller', 'Dark', 'Adult', 'Mystery', 'Romance', 'Erotica', 'Fiction', 'Contemporary', 'Mystery Thriller', 'Suspense']",English,unknown
Ember Rising,S.D. Smith  (Illustrator),4.62,"['Fantasy', 'Fiction', 'Audiobook', 'Childrens', 'Middle Grade', 'Adventure', 'Animals', 'Juvenile', 'Christian Fiction', 'Young Adult']",English,unknown
Wolfsong,T.J. Klune,4.4,"['Fantasy', 'Romance', 'M M Romance', 'Paranormal', 'LGBT', 'Shapeshifters', 'Werewolves', 'Paranormal Romance', 'Urban Fantasy', 'Adult']",English,unknown
خرائط الروح,أحمد إبراهيم الفقيه,4.17,['Fiction'],Arabic,unknown
من العالم المجهول - خبايا الصدور,يوسف السباعي,3.85,"['Short Stories', 'Fiction']",,unknown
السقا مات,يوسف السباعي,4.16,"['Novels', 'Fiction', 'Literature', 'Classics', 'Media Tie In']",Arabic,unknown
The Empire of Gold,S.A. Chakraborty,4.55,"['Fantasy', 'Fiction', 'Historical Fiction', 'Adult', 'Audiobook', 'Mythology', 'Young Adult', 'Magic', 'Science Fiction Fantasy', 'Historical']",English,unknown
