,title,author,rating,genres,language,gender
5666,The Oaks,Jessica Loving,4.5,,English,w
5679,"Deadly Pretty Strangers: One dead body, one bereaved mother, one small favour ...",Max Thorn,4.21,,,m
5686,A Spy at Home,Joseph Rinaldo,3.7,Fiction,English,m
5702,Remarkable Creatures,Tracy Chevalier,3.85,Historical Fiction,English,m
5714,BOAT SHOES – SOLILOQUY OF A USELESS EATER: Book Two,Daire Feeney,4.73,,English,m
5716,Females of Valor,Widad Akreyi,5.0,,English,w
5718,Life After God,Douglas Coupland,3.79,Fiction,English,m
5722,Drop City,T. Coraghessan Boyle,3.86,Fiction,English,m
5738,Rebirth,O.L. Ramos,4.44,,English,m
5740,The Daughter Of Kurdland: A Life Dedicated to Humankind,Widad Akreyi,5.0,,English,w
5744,A Butler Christmas,Rahiem Brooks,4.53,,English,m
5746,Reservation Blues,Sherman Alexie,3.98,Fiction,English,m
5793,South of Broad,Pat Conroy,3.82,Fiction,English,m
5795,The Midwife's Confession,Diane Chamberlain,4.07,Fiction,English,w
5805,The Heretic's Daughter,Kathleen Kent,3.77,Historical Fiction,English,w
5823,Gazing Into the Eternal,Belzebuub,4.58,Spirituality,English,m
5833,New Yesterdays,Jim L. Wright,4.23,Science Fiction Fantasy,English,m
5837,The Buddha of Suburbia,Hanif Kureishi,3.74,Fiction,English,m
5840,The Interestings,Meg Wolitzer,3.58,Fiction,English,w
5852,Austerlitz,W.G. Sebald,4.04,Fiction,English,m
5892,Waiting to Live,Asa Don Brown,4.36,Spirituality,English,m
5906,Little Altars Everywhere,Rebecca Wells,3.57,Fiction,English,w
5907,Tinkers,Paul Harding,3.39,Fiction,English,m
5935,The Case of the Cosmological Killer: The Rendlesham Incident,Stephanie Osborn,4.14,Mystery,English,w
5936,Blonde,Joyce Carol Oates,4.0,Fiction,French,w
5940,There There,Tommy Orange,3.97,Fiction,English,m
5943,The Glass Palace,Amitav Ghosh,3.97,Fiction,English,m
5952,Lilac Girls,Martha Hall Kelly,4.28,Historical Fiction,English,w
5959,"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers",Margaret George,4.24,Historical Fiction,English,w
5991,A Monstrous Regiment of Women,Laurie R. King,4.03,Mystery,English,w
6019,This Is How It Always Is,Laurie Frankel,4.25,Fiction,English,w
6020,Landfill Dogs book,Shannon Johnstone,4.64,,,m
6022,Nobody's Fool,Richard Russo,4.11,Fiction,English,m
6033,Het huis van de moskee,Kader Abdolah,4.05,Fiction,Dutch,m
6042,Falsely Accused of the Unthinkable,Glenis Kellet,4.33,,English,m
6046,De helaasheid der dingen,Dimitri Verhulst,3.78,Fiction,Dutch,m
6056,The Dying Animal,Philip Roth,3.63,Fiction,English,m
6076,Sea of Poppies,Amitav Ghosh,3.96,Fiction,English,m
6078,Slaves of New York,Tama Janowitz,3.45,Fiction,English,m
6079,Agincourt,Bernard Cornwell,4.13,Historical Fiction,English,m
6107,The Pale King,David Foster Wallace,3.96,Fiction,English,m
6130,Say You're One of Them,Uwem Akpan,3.53,Fiction,English,m
6135,Shadow Team GB,J.M. Johnson,4.85,,English,m
6136,Eagle in the Snow: A Novel of General Maximus and Rome's Last Stand,Wallace Breem,4.12,Historical Fiction,English,m
6148,Me & Emma,Elizabeth Flock,3.91,Fiction,English,w
6187,Jimmy Corrigan: The Smartest Kid on Earth,Chris Ware,4.09,Graphic Novels,,m
6188,Crow Lake,Mary Lawson,3.89,Fiction,English,m
6210,The Half Brother,Lars Saabye Christensen,4.1,Fiction,English,m
6217,"The Bat (The Red Grouse Tales) - A coming of age story involving a search after truth, doubt and a bat!",Leslie Garland,4.36,Fiction,English,m
6239,Bounty from the Box: The CSA Farm Cookbook,Mi Ae Lipe,4.38,Cookbooks,,m
6267,Straight Man,Richard Russo,4.01,Fiction,English,m
6268,Bridge of Sighs,Richard Russo,3.81,Fiction,English,m
6274,The Cellist of Sarajevo,Steven Galloway,4.03,Fiction,English,m
6307,The Last Report on the Miracles at Little No Horse,Louise Erdrich,4.19,Fiction,English,w
6317,The Speed of Life,James Victor Jordan,4.37,Fiction,English,m
6328,The Double Bind,Chris Bohjalian,3.63,Fiction,English,m
6351,Behold the Dreamers,Imbolo Mbue,3.94,Fiction,English,m
6352,Girl in Hyacinth Blue,Susan Vreeland,3.73,Historical Fiction,English,w
6358,Orion Surfacing,I James Forrest,4.28,Fiction,English,m
6365,Himnaríki og helvíti,Jón Kalman Stefánsson,4.16,Fiction,Icelandic,m
6395,Beatrice and Virgil,Yann Martel,3.16,Fiction,English,m
6408,Drown,Junot Díaz,4.03,Short Stories,English,m
6426,The Grass Crown,Colleen McCullough,4.3,Historical Fiction,English,w
6448,Skipping Christmas,John Grisham,3.5,Fiction,English,m
6457,Last Night in Twisted River,John Irving,3.76,Fiction,English,m
6505,The Starchild Compact,Robert G. Williscroft,4.35,Novels,English,m
6516,Ireland,Frank Delaney,4.02,Historical Fiction,English,m
6535,An Omnibus: Dinner at the Homesick Restaurant / The Accidental Tourist / Breathing Lessons,Anne Tyler,4.13,Fiction,,w
6544,Gone to Soldiers,Marge Piercy,4.27,Historical Fiction,English,w
6577,The Deep End of the Ocean,Jacquelyn Mitchard,3.87,Fiction,English,w
6587,The Master Butchers Singing Club,Louise Erdrich,4.05,Fiction,English,w
6588,Lighthousekeeping,Jeanette Winterson,3.85,Fiction,English,w
6598,The Hunger Angel,Herta Müller,3.9,Fiction,English,w
6607,Women of the Silk,Gail Tsukiyama,3.94,Historical Fiction,English,m
6651,Maisie Dobbs,Jacqueline Winspear,3.91,Mystery,English,w
6653,The Memory of Running,Ron McLarty,3.76,Fiction,English,m
6654,The Rapture of Canaan,Sheri Reynolds,3.82,Fiction,English,w
6679,I am an Island,Jonathan Culver,3.89,Fiction,,m
6682,"It's Not What You Think (It's Not What You Think, #1)",Ashley Waelti,4.27,,English,m
6684,Just Perfect,Hanne Arts,3.97,,English,w
6685,And the Tide Turns,Timothy Dalton,3.84,,English,m
6688,Once in a Blue Year,Michael D. Durkota,4.22,Fiction,English,m
6691,Girl of Shadow,Holly Chavez,4.43,,English,w
6693,Origins Of India: Bharatvarsham,Ravi Pathak,4.42,,,m
6694,What We Think We Become,Durgesh Satpathy,4.25,Self Help,English,m
6695,Di undici foglie,Dino Olivieri,4.1,,Italian,m
6696,Spy for nobody . جاسوس من أجل لا أحد,باسل الصنيب Basel Saneeb,4.0,,Arabic,m
6698,Book One: Sporadic Memories,Ali Marsman,4.34,Fiction,English,m
6708,From Maid to Duchess,Regina James,4.31,Historical Fiction,,w
6724,The Singularity is Coming: The Artificial Intelligence Explosion,Tony Thorne,4.18,Technology,English,m
6725,Lowcountry Boondoggle,Susan M. Boyer,4.54,Mystery,English,w
6746,Mid Ocean,T. Rafael Cimino,3.95,Fiction,English,m
6755,Divisadero,Michael Ondaatje,3.5,Fiction,English,m
6757,Zoroastrians' Fight for Survival,Widad Akreyi,4.63,,English,w
6763,I am Cyrus: The Story of the Real Prince of Persia,Alexander Jovy,4.0,Historical Fiction,English,m
6770,Saint Maybe,Anne Tyler,3.88,Fiction,English,w
6789,Flesh and Blood,Michael Cunningham,4.02,Fiction,English,m
6801,Project Terror,Jamal Lewis,4.2,Mystery Thriller,English,m
6826,"Requiem for Humanity (Last Days, #1)",Joseph Sweet,4.38,Zombies,English,m
6829,Patience's Love,Ronda Paige,5.0,,English,w
6842,A Course in Astral Travel and Dreams,Belzebuub,4.38,Psychology,English,m
6867,The Secret Scripture,Sebastian Barry,3.8,Fiction,English,m
6875,The Peace of the Spirit Within: A Guide to Transform Your Life,Belzebuub,4.64,,English,m
6891,Oldest Living Confederate Widow Tells All,Allan Gurganus,3.83,Fiction,English,m
6897,The Instructions,Adam Levin,4.06,Fiction,English,m
6904,دیوار,علیرضا غلامی,4.24,Novels,Persian,m
6907,Shadows in the Salon,Kirsten Fullmer,4.35,Contemporary,English,w
6913,Fresh,Dennis Sharpe,4.38,,English,m
6936,Binders Full of Women,Lana Cordova,3.33,Erotica,English,w
6939,The Eagle's Secret,Erez Aharoni,3.96,,,m
6944,One Day You Will (An Attorney J.B. Graybourne Novel #2),Kristofer Clarke,4.38,,English,m
6972,Swing Time,Zadie Smith,3.57,Fiction,English,m
6976,American Wife,Curtis Sittenfeld,3.74,Fiction,English,m
7029,Die Känguru-Chroniken. Ansichten eines vorlauten Beuteltiers,Marc-Uwe Kling,4.3,Humor,German,m
7032,Sensual Desires,James Sillwood,4.64,,English,m
7062,La ciudad de los prodigios,Eduardo Mendoza,3.91,Fiction,Spanish,m
7097,Clandestine Liaisons,James Sillwood,4.62,,English,m
7101,"The Complete Far Side, 1980–1994",Gary Larson,4.68,Comics,English,m
7103,The Traveler's Gift: Seven Decisions that Determine Personal Success,Andy Andrews,4.11,Fiction,English,m
7152,Las legiones malditas,Santiago Posteguillo,4.66,Historical Fiction,Spanish,m
7173,English Passengers,Matthew Kneale,4.07,Historical Fiction,English,m
7180,Libra,Don DeLillo,3.99,Fiction,English,m
7223,Horse Heaven,Jane Smiley,3.88,Fiction,English,w
7243,Miami Purity,Vicki Hendricks,3.38,Noir,English,w
7244,The Extraordinary Life of Sam Hell,Robert Dugoni,4.31,Fiction,English,m
7255,Los asesinos del emperador,Santiago Posteguillo,4.58,Historical Fiction,Spanish,m
7285,The Road to Wellville,T. Coraghessan Boyle,3.67,Fiction,English,m
7295,Dreams of Leaving,Rupert Thomson,3.45,Fiction,English,m
7297,The Vanishing Act of Esme Lennox,Maggie O'Farrell,3.85,Fiction,English,w
7303,Dalva,Jim Harrison,4.18,Fiction,English,m
7305,Empress,Shan Sa,3.69,Historical Fiction,English,m
7313,The Village Narcissist,Glenis Kellet,4.41,Contemporary,English,m
7315,In the Name of Revenge,Starr Gardinier,4.33,,,m
7334,"Nobody Asked Me, But ....",Karl Wiggins,4.1,Politics,English,m
7343,The Collected Stories,Amy Hempel,4.26,Short Stories,English,w
7350,My Greek Traditional Cook Book 1,Anna Othitis,4.79,Cookbooks,English,w
7378,The Heart's Invisible Furies,John Boyne,4.47,Historical Fiction,English,m
7403,Tandia,Bryce Courtenay,4.06,Fiction,English,m
7422,Every Last One,Anna Quindlen,3.85,Fiction,English,w
7431,La Part de l'autre,Éric-Emmanuel Schmitt,4.17,Fiction,French,m
7432,H.M.S. Surprise,Patrick O'Brian,4.42,Historical Fiction,English,m
7451,Lionheart,Sharon Kay Penman,4.1,Historical Fiction,English,w
7458,Star of the Sea,Joseph O'Connor,3.99,Historical Fiction,English,m
7462,Shadow Country,Peter Matthiessen,4.05,Fiction,English,m
7467,The Housekeeper and the Professor,Yōko Ogawa,3.96,Fiction,English,m
7473,My Year of Rest and Relaxation,Ottessa Moshfegh,3.67,Fiction,English,m
7491,Inside His Head: The Assistant Mini Book,Elle Brace,4.18,,English,w
7502,Mother of Pearl,Melinda Haynes,3.69,Fiction,English,w
7508,The Music of Chance,Paul Auster,3.91,Fiction,English,m
7514,The Orenda,Joseph Boyden,4.23,Historical Fiction,English,m
7529,SHADOW PANTHEON,Eric Nierstedt,4.3,Fiction,,m
7531,Alaska,James A. Michener,4.13,Historical Fiction,English,m
7544,Fault Lines,Nancy Huston,3.74,Fiction,English,w
7557,Psycho Sitter,Alexandria Ayers,4.36,,,w
7571,The Dreamers,Gilbert Adair,3.56,Fiction,English,m
7574,Pygmy,Chuck Palahniuk,2.97,Fiction,English,m
7621,Julian,Gore Vidal,4.2,Historical Fiction,English,m
7659,A Unique Kind of Love: A Different Perspective [Excerpt],Jasmine Rose,4.5,,English,w
7661,My Commander,Alanea Alder,4.12,Paranormal Romance,English,m
7663,Fate's Pawn,Rick Fox,4.34,Contemporary,,m
7676,Min kamp 2,Karl Ove Knausgård,4.32,Fiction,,m
7683,Streets of Laredo,Larry McMurtry,3.95,Westerns,English,m
7696,To Dance with the White Dog,Terry Kay,4.2,Fiction,English,m
7708,You Shall Know Our Velocity!,Dave Eggers,3.63,Fiction,English,m
7736,The Sweetest Kill,Amber Lee,4.33,Vampires,English,w
7743,True History of the Kelly Gang,Peter Carey,3.82,Fiction,English,m
7755,We Are All Welcome Here,Elizabeth Berg,3.86,Fiction,English,w
7773,My Friend Leonard,James Frey,3.85,Fiction,English,m
7777,Legs,William Kennedy,3.8,Fiction,English,m
7779,JPod,Douglas Coupland,3.7,Fiction,English,m
7783,The Red Grouse Tales,Leslie Garland,4.32,Epic,English,m
7797,Before You Know Kindness,Chris Bohjalian,3.47,Fiction,English,m
7798,The Regeneration Trilogy,Pat Barker,4.39,Historical Fiction,English,m
7806,Korkma Ben Varım,Murat Menteş,4.12,Turkish Literature,Turkish,m
7829,Salvage the Bones,Jesmyn Ward,3.93,Fiction,English,m
7868,The Mambo Kings Play Songs of Love,Oscar Hijuelos,3.68,Fiction,English,m
7891,A Brief History of Seven Killings,Marlon James,3.88,Fiction,English,m
7905,Petits suicides entre amis,Arto Paasilinna,3.55,Fiction,French,m
7916,Terra Nostra,Carlos Fuentes,4.1,Fiction,English,m
7945,March of the Hooligans,Dougie Brimson,3.48,Football,English,m
7949,Ladder of Years,Anne Tyler,3.72,Fiction,English,w
7952,Oracle Night,Paul Auster,3.79,Fiction,English,m
7978,The Birth House,Ami McKay,4.01,Historical Fiction,English,w
7979,Cosmopolis,Don DeLillo,3.23,Fiction,English,m
7984,Fever Pitch,Nick Hornby,3.75,Fiction,English,m
7985,A History of the World in 10½ Chapters,Julian Barnes,3.89,Fiction,English,m
7989,Sacred Hunger,Barry Unsworth,4.11,Historical Fiction,English,m
7999,مولانا,إبراهيم عيسى,3.65,Novels,Arabic,m
8017,A Letter of Mary,Laurie R. King,3.99,Mystery,English,w
8037,Measuring the World,Daniel Kehlmann,3.74,Fiction,English,m
8042,Sharpe's Rifles,Bernard Cornwell,4.24,Historical Fiction,English,m
8044,All Families are Psychotic,Douglas Coupland,3.67,Fiction,English,m
8049,The Counterlife,Philip Roth,3.92,Fiction,English,m
8057,The Yellow Birds,Kevin Powers,3.74,Fiction,English,m
8064,The Living,Annie Dillard,3.84,Fiction,English,w
8079,The Kite Runner: A Portrait of the Marc Forster Film,David Benioff (Original author),4.61,Fiction,English,m
8080,Riotous Assembly,Tom Sharpe,4.08,Humor,English,m
8086,A God in Ruins,Kate Atkinson,3.94,Fiction,English,w
8093,One True Thing,Anna Quindlen,4.03,Fiction,English,w
8097,The City of Joy,Dominique Lapierre,4.22,Fiction,English,m
8105,Hotel World,Ali Smith,3.58,Fiction,English,m
8111,A Thread of Grace,Mary Doria Russell,4.02,Historical Fiction,English,m
8121,Solar Storms,Linda Hogan,4.11,Fiction,English,w
8140,The Slap,Christos Tsiolkas,3.2,Fiction,English,m
8161,Pillar of Light,Gerald N. Lund,4.28,Historical Fiction,,m
8167,Provinces of Night,William Gay,4.21,Fiction,English,m
8186,Killing Mister Watson,Peter Matthiessen,3.83,Fiction,English,m
8232,Joshua,Joseph F. Girzone,4.0,Fiction,English,m
8252,The Aviator's Wife,Melanie Benjamin,3.9,Historical Fiction,English,w
8273,Notwendige Streitgenossen,Georg Miggel,3.6,Crime,German,m
8276,A Terrace On The Tower Of Babel,Nelson Caldwell,4.0,,English,m
8284,The Imperfectionists,Tom Rachman,3.55,Fiction,English,m
8291,Tales of Sex & Suburban Lunacy,Helen Argiro,3.44,Chick Lit,English,w
8298,It Comes Natural - Understanding Natural and Integrative Medicine,Marsha Gujurati,4.47,,English,w
8301,"Leadership: Past, Present & Future",Carlos Rivera,4.15,Leadership,English,m
8304,The Founder's Curse,Danelle O'Donnell,4.1,,English,w
8318,The Shaman's Apprentice (Jovai Book 1),B. Muze,4.22,,English,m
8319,Liberation Day: Our Nation Empowered by the Constitution,Eric Martin,3.67,,,m
8320,Rivers Never Fill The Sea,Giselle V. Steele,4.8,,,w
8321,Her Beauty,M.R. Desmond,0.0,,,m
8326,Galaxy Pirates,Tamuna Tsertsvadze,4.64,,English,m
8328,"Manage My Emotions: What I Wish I'd Learned in School about Anger, Fear and Love",Kenneth Martz,4.43,,English,m
8329,The Orchard,David Hopen,4.21,Fiction,,m
8349,Penelope Gilbert and the Children of Azure,Emily A. Steward,4.48,,English,w
8358,Fortune's Favorites,Colleen McCullough,4.36,Historical Fiction,English,w
8376,Elementals: Mystic Warriors,Katherine L. Moore,4.19,,English,w
8378,Callasandra: Fractured,Stephanie Douglas,4.38,,English,w
8383,Catapult Soul,Brian Celio,3.95,Counter Culture,English,m
8389,Huey Lambert's Walking Nuclear Circus,Jonathan Culver,3.42,Fiction,English,m
8391,Syrian Folktales,Muna Imady,4.51,Mythology,English,w
8396,Without Feathers,Woody Allen,3.96,Humor,,m
8409,Night That Jimi Died,Darragh J Brady,4.8,,,m
8413,Caged Lions Never Roar,Arthur Archambeau,4.64,,,m
8427,Kinyas ve Kayra,Hakan Günday,4.05,Turkish Literature,Turkish,m
8439,Call Of The Lost Ages: A Study Of The Indus Valley Script,Subhajit Ganguly,4.48,,English,m
8449,Reasons to Kill God,I.V. Olokita,3.96,History,English,m
8453,Choque de Mundos: Primera parte,Carlos Arancio,4.08,Aliens,Spanish,m
8466,اموال ودماء,داليا محمد رضا,4.08,,Arabic,m
8482,The Neapolitan Novels,Elena Ferrante,4.57,Fiction,English,w
8483,TEORIA RUDIMENTARIA SOBRE ESTADOS ENTRELAZADOS Y GEMELOS.,G.G. Melies,4.17,,English,m
8485,كلمات نقتل بها أولادنا,"Caroline Messinger, Joseph Messinger",3.65,Parenting,Arabic,w;m
8488,Sister of My Heart,Chitra Banerjee Divakaruni,3.99,Fiction,English,w
8496,The Last Jew,Noah Gordon,4.11,Historical Fiction,English,m
8499,Burnt Shadows,Kamila Shamsie,3.91,Fiction,English,w
8515,The Race for Paris,Meg Waite Clayton,3.61,Historical Fiction,English,w
8525,Born Slippy,Tom Lutz,4.02,Fiction,,m
8526,"Arrested Heart (Arrested, #1)",H.L. Nida,4.45,,English,m
8527,Ved Maya,Vineeta Malhotra Taneja,4.79,,,w
8548,Welcome to Hard Times,E.L. Doctorow,3.82,Fiction,English,m
8552,Die Macht Des Marketing: Tipps Um Mit Ihrem Online Business H�here Profite Einzufahren,Maria Johnsen,4.85,,,w
8553,Shadow Maker,James R. Hannibal,4.16,Fiction,English,m
8557,Een schitterend gebrek,Arthur Japin,3.95,Historical Fiction,Dutch,m
8559,Lillian Boxfish Takes a Walk,Kathleen Rooney,3.85,Fiction,English,w
8566,Negeri 5 Menara,Ahmad Fuadi,4.09,Novels,Indonesian,m
8572,Africanus: El hijo del cónsul,Santiago Posteguillo,4.51,Historical Fiction,Spanish,m
8584,The Trouble with Romance,Tamara Philip,4.46,,English,w
8601,The Way the Crow Flies,Ann-Marie MacDonald,4.1,Fiction,English,m
8615,Freelancing And Outsourcing-How to Outsource Excessive Workload,Maria Johnsen,4.9,Business,,w
8617,This Season... Have Love/Have Faith,"Tamara Philip , Neva Squires-Rodriguez",4.4,Christmas,English,w;w
8635,In the Lake of the Woods,Tim O'Brien,3.78,Fiction,English,m
8659,Abstraction In Theory - Laws Of Physical Transaction,Subhajit Ganguly,5.0,,English,m
8660,The Afternoon When She Died,Maria Johnsen,4.39,,,w
8661,Successful Freelancing And Outsourcing: A Guide To Make Money Online And Increase Business Profit,Maria Johnsen,4.92,Business,,w
8669,30 Pieces of Gold: Self Growth - How to use Inspirational Quotes Effectively.,Ron Millicent,4.29,Novels,English,m
8676,The Man Who Fell in Love with the Moon,Tom Spanbauer,4.21,Fiction,English,m
8690,Dancer,Colum McCann,3.93,Fiction,English,m
8695,A Midnight Clear,William Wharton,4.19,Fiction,English,m
8743,Caleb's Crossing,Geraldine Brooks,3.82,Historical Fiction,English,w
8757,La petite fille de Monsieur Linh,Philippe Claudel,4.03,France,French,m
8774,(Un) Spoken,Dennis Sharpe,4.57,,,m
8829,Her Forbidden Rockstar,Sarah Robinson,3.6,Music,English,w
8834,Heart of the Country,Greg Matthews,4.02,Historical Fiction,English,m
8840,الحب وسنينه,أحمد رجب,3.59,Short Stories,Arabic,m
8855,The Descendants,Kaui Hart Hemmings,3.83,Fiction,English,m
8863,Castelli di rabbia,Alessandro Baricco,3.79,Fiction,Italian,m
8871,سأهبك مدينة أخرى,أحمد إبراهيم الفقيه,3.8,Novels,Arabic,m
8876,Being Dead,Jim Crace,3.71,Fiction,English,m
8911,The Last White Ruby: The Vanishing Polar Circles,Ronnie Smith,4.35,Novels,,m
8920,The Wrong Boy,Willy Russell,4.14,Fiction,English,m
8949,Self Growth - 2: Self Growth Through Self Esteem Techniques (Self Esteem for Busy People),Ron Millicent,4.37,Psychology,,m
8951,Undetected,Jeffrey Marshall,4.35,Suspense,,m
8953,Patria,Fernando Aramburu,4.37,Fiction,Spanish,m
8972,The Public Burning,Robert Coover,4.03,Fiction,English,m
