title,author,gender
"Dear Haiti, Love Alaine","Maika Moulite , Maritza Moulite",w;w
An Essay on Man,Alexander Pope,m
Barbarian Days: A Surfing Life,William Finnegan,m
Tommy the Giraffe,Ronald Destra,m
The Second Story,Neil Patrick Harris,m
Battle for Erthia,Laurie Forest,w
Have you ever noticed that birds don't fly backwards: Birds don't fly backwards,Latoya Smith,m
شآبيب,أحمد خالد توفيق,m
The Darkest Magic,Morgan Rhodes,m
Tours of the Black Clock,Steve Erickson,m
Haunted Warriors,Lian Tanner,m
The Exorcism of Little Billy Wagner,Francis J. Flynn,m
Thinking in Systems: A Primer,"Donella H. Meadows, Diana Wright",w;w
Francine Poulet Meets the Ghost Raccoon,Kate DiCamillo,w
Outlaw Red,Jim Kjelgaard,m
Mog's Christmas,Judith Kerr,w
Where Dreams Descend,Janella Angeles,m
Where Are the Children?,Mary Higgins Clark,m
More Scary Stories to Tell in the Dark,Alvin Schwartz,m
Columbus Day,Craig Alanson,m
Do You Dare?,Lylah James,m
Dark Light of Mine,John Corwin,m
One True Way,Shannon Hitchcock,m
Pebble in the Sky,Isaac Asimov,m
Every Girl's Dream,Meg Cabot,w
The Less Than Epic Adventures of TJ and Amal: Omnibus,E.K. Weaver (Illustrations),m
Las estrellas,Paula Vázquez,w
"Buck Rogers in the 25th Century: The Complete Newspaper Sundays, Vol. 2: 1933-1937","John F. Dille, Rick Yager",m;m
"First Impressions: A Novel of Old Books, Unexpected Love, and Jane Austen",Charlie Lovett,m
Wings of Fire Boxset: Books #6-10,Scholastic Inc (Contributor),m
Le clan des loups,Cassandra O'Donnell,w
Gourmet Hound,Leehama,m
Fake Halo,Piper Lennox,w
A Vow So Bold and Deadly,Brigid Kemmerer,w
A Glória e Seu Cortejo de Horrores,Fernanda Torres,w
4 حالات نادرة,عبدالوهاب السيد الرفاعي,m
This Was Our Pact,Ryan Andrews,m
The Book of Daniel,E.L. Doctorow,m
By the Hand of Mormon: The American Scripture That Launched a New World Religion,Terryl L. Givens,m
How To Think Like Leonardo Da Vinci: Seven Steps To Every Day Genius,Michael J. Gelb,m
Horsemaster,Marilyn Singer,w
"The Bible, Designed to Be Read as Living Literature: The Old and the New Testaments in the King James Version",Ernest Sutherland Bates (Editor),m
The Return of the Primitive: The Anti-Industrial Revolution,Ayn Rand,w
"Ten, Nine, Eight",Molly Bang,w
The Giants Novels,James P. Hogan,m
The Hunting of the Snark,Lewis Carroll,m
Müde bin ich Känguru: Nachrichten aus dem Krisengebiet Patchwork-Familie,Elfriede Hammerl,w
Peaks and Valleys: Making Good And Bad Times Work For You--At Work And In Life,Spencer Johnson,m
Hyssop,Kevin McIlvoy,m
Aleutian Sparrow,Karen Hesse,w
Passage to Zarahemla,Chris Heimerdinger,m
A Banner Is Unfurled,"Marcie Gallacher, Kerri Robinson",w;w
If You Take a Mouse to School,Laura Joffe Numeroff,w
Dialectical Logic,Evald Vasilyevich Ilyenkov,m
Ablutions,Patrick deWitt,m
Living a Lie,Josephine Cox,w
Around the World in 8 1/2 Days,Megan McDonald,w
Debt of Bones,Terry Goodkind,m
July's People,Nadine Gordimer,w
Love and Peace with Melody Paradise,Martin Millar,m
Blow Out the Moon,LibKoponen,m
Kitty Goes to Washington,Carrie Vaughn,w
Emily of Deep Valley,Maud Hart Lovelace,w
Living Wicca: A Further Guide for the Solitary Practitioner,Scott Cunningham,m
The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,m
"Love Finds You in Humble, Texas",Anita Higman,w
Casting the First Stone,Kimberla Lawson Ro,m
Wrapped in Rain,Charles Martin,m
A Breath of Fresh Air,Amulya Malladi,m
Finn Mac Cool,Morgan Llywelyn,m
Captains Outrageous,Joe R. Lansdale,m
The Visions of Ransom Lake,Marcia Lynn McClure,w
Nothing Like It in the World: The Men Who Built the Transcontinental Railroad 1863-69,Stephen E. Ambrose,m
Bitter Lemons of Cyprus,Lawrence Durrell,m
Death Wish,Iceberg Slim,m
The Subtle Serpent,Peter Tremayne,m
In Their Footsteps,Tess Gerritsen,w
To Lie with Lions,Dorothy Dunnett,w
The Horror in the Museum,H.P. Lovecraft,m
Surrender Bay,Denise Hunter,w
"Love★Com, Vol. 6",Aya Nakahara,w
You Belong to Me and Other True Crime Cases,Ann Rule,w
Midnight Warrior,Iris Johansen,w
Loyalty in Death,J.D. Robb,m
Steppe,Piers Anthony,m
The Valentine's Day Disaster,Brandi Dougherty,w
The Web and the Rock,Thomas Wolfe,m
Lord of Darkness,Robert Silverberg,m
A Field of Darkness,Cornelia Read,w
"Welcome to the Machine: Science, Surveillance, and the Culture of Control","Derrick Jensen, George Draffan",m;m
Paradise News,David Lodge,m
Den mekaniska katten,Torey L. Hayden,m
After the First Death,Robert Cormier,m
Kindred Bond,Deborah Raney,w
"Bleach, Volume 05",Tite Kubo,m
Die großen Erzählungen: Iwan Denisowitsch/ Zum Nutzen der Sache/ Matrjonas Hof/ Zwischenfall,"Aleksandr Solzhenitsyn, Alexander Solschenizyn",m;m
"Singapur, czwarta rano",Marcin Bruczkowski,m
Among the Dolls,William Sleator,m
Red Hot Reunion,Bella Andre,w
"Fooling Some of the People All of the Time, a Long Short (and Now Complete) Story, Updated with New Epilogue",David Einhorn,m
The Black Angel,John Connolly,m
Black Midnight,Graham Diamond,m
Califia's Daughters,Leigh Richards,m
Stand into Danger,"Alexander Kent, Douglas Reeman",m;m
EXTREME CONDITIONS: Big Oil and the Transformation of Alaska,John Strohmeyer,m
Lion's Heat,Lora Leigh,w
God's Ear: A Play,Jenny Schwartz,w
Agonia da Noite,Jorge Amado,m
A Brief History of Everything,Ken Wilber,m
The Wounded Heart,Dan B. Allender,m
Siewca burzy,Tom Lloyd,m
"Jingle Bells, Batman Smells! (P.S. So Does May.)",Barbara Park,w
The Essential Jung: Selected Writings,C.G. Jung,m
How Full Is Your Bucket?,"Tom Rath , Donald O. Clifton",m;m
The Thorn,Beverly Lewis,w
Seven Keys to Baldpate,Earl Derr Biggers,m
"Gunnerkrigg Court, Volume 1: Orientation",Thomas Siddell,m
Vuosi oli kaatuneita puita,Tuomas Timonen,m
This Organic Life: Confessions of a Suburban Homesteader,Joan Dye Gussow,w
How to Be Alone,Jonathan Franzen,m
"Passion and Poison: Tales of Shape-Shifters, Ghosts, and Spirited Women",Janice M. Del Negro,w
A Casa Quieta,Rodrigo Guedes de Carvalho,m
Highland Honor,Hannah Howell,w
Double Dippin',Allison Hobbs,w
Promises Linger,Sarah McCarty,w
Walking in This World: The Practical Art of Creativity,Julia Cameron,w
لمحات,AHMED FAYEZ,m
Katie's Hellion,Lizzy Ford,w
Confessions of a Fallen Angel,Ronan O'Brien,m
Ranch Hands,Bonnie Bryant,m
The Lively Lives of Crispin Mobey,Gabriel Quyth,m
Night Pleasures/Night Embrace,Sherrilyn Kenyon,m
The Hollow Man,Dan Simmons,m
The Dream of Perpetual Motion,Dexter Palmer,m
Beyond the Blue Moon,Simon R. Green,m
Teenage Mermaid,Ellen Schreiber,w
The Virtu,Sarah Monette,w
The Christian Atheist: When You Believe in God But Live as If He Doesn't Exist,Craig Groeschel,m
Seidman and Son,Elick Moll,m
Guardians of the Cross,T.R.G.,m
Dolphin Song,Lauren St. John,m
The Pacific Northwest: An Interpretive History (Revised and Enlarged Edition),Carlos A. Schwantes,m
The Ultimates,Mark Millar,m
A Book of Myths,Jeanie Lang,w
Basic Christianity,John R.W. Stott,m
Those Left Behind,"Joss Whedon, Brett Matthews",m;m
Descended by Blood,Angeline Kace,w
Problem Solving Using C: Structured Programing Techniques,Yuksel Uckan,m
Ressusciter,Christian Bobin,m
The Mike Black Saga Book One,Roy Glenn,m
Engravings of Wraith,Kiera Dellacroix,w
The Wizard Knight,Gene Wolfe,m
A Time of War,Katharine Kerr,w
Angel in the Storm,Lisa Grace,w
The Dark One,Ronda Thompson,w
The Curse of the Romanovs,Staton Rabin,m
Reconnecting with Nature: Finding Wellness Through Rebuilding Your Bond with the Earth,Michael J. Cohen,m
Lady: My Life as a Bitch,Melvin Burgess,m
Le nez qui voque,Réjean Ducharme,m
Born Fighting: How the Scots-Irish Shaped America,James Webb,m
The Forest,Edward Rutherfurd,m
"Defeat Chronic Pain Now!: Groundbreaking Strategies for Eliminating the Pain of Arthritis, Back and Neck Conditions, Migraines, Diabetic Neuropathy, and Chronic Illness","Bradley S. Galer, Charles E. Argoff",m;m
"Bleach, Volume 11",Tite Kubo,m
Hirohito and the Making of Modern Japan,Herbert P. Bix,m
Prime Green: Remembering the Sixties,Robert Stone,m
Plain Paradise,Beth Wiseman,w
"ایمان اُمید اور محبت (Imaan, Umeed Aur Mohabbat)",Umera Ahmed,m
Hunting for Hidden Gold,Franklin W. Dixon,m
Patrick: Son of Ireland,Stephen R. Lawhead,m
The 27th Kingdom,Alice Thomas Ellis,w
Las edades de Lulú,Almudena Grandes,w
Passiespel,Isa Maron,w
Winter's Shadow,M.J. Hearle,m
Alphas' Mate,Leah Brooke,w
"Israël, parlons-en!",Michel Collon,m
Avatar Volume 4: The Last Airbender,"Michael Dante DiMartino , Bryan Konietzko",m;m
Dusan,Poppet,m
The Executive's Decision,Bernadette Marie,w
The Book of 1 Ariel,Aaron Quincy,m
The Baby Thief,L.J. Sellers,m
Cry of the Kalahari,"Mark Owens, Delia Owens",m;w
The Colonel's Lady,Laura Frantz,w
Countdown to Doomsday,Sean Salazar,m
Date with Death,Elizabeth Lenhard,w
Ik beken,Elise G. van der Stouw-Lengkeek,w
Poems of Paul Celan,Paul Celan,m
Leah's Story,Ashley Antoinette,m
"Case Closed, Vol. 4",Gosho Aoyama,m
"Megatokyo, Volume 1","Fred Gallagher, Rodney Caston",m;m
The Woman He Loved Before,Dorothy Koomson,w
Lucky's Lady,Tami Hoag,w
Downfall: The End of the Imperial Japanese Empire,Richard B. Frank,m
Lelejska gora,Mihailo Lalić,m
Psychocybernetic Principles for Creative Living,Maxwell Maltz,m
The Wedding Feast,Jonathan Pidduck,m
Garden of the Purple Dragon,Carole Wilkinson,w
"Eumeralla: Secrets, Tragedy and Love",Joanna Stephen-Ward,w
Crazy All the Time: On The Psych Ward of Bellevue Hospital,Frederick L. Covan,m
Tunnel Vision,Keith Lowe,m
Blue Water High,Shelley Birse,w
"Skip Beat!, Vol. 03",Yoshiki Nakamura,m
The Black Corridor,Michael Moorcock,m
Prince Of Lost Places,Kathy Hepinstall,w
How the Girl Guides Won the War,Janie Hampton,w
Wicked Werewolf Passion,Lisa Renee Jones,w
Santa Baby,Katie Price,w
Malavita,Tonino Benacquista,m
Ramses: The Son of Light,Christian Jacq,m
The Miller's Dance,Winston Graham,m
Prom,Laurie Halse Anderson,w
Louder Than Words: A Mother's Journey in Healing Autism,Jenny McCarthy,w
Cloudy with a Chance of Boys,Megan McDonald,w
The Forbidden Daughter,Shobhan Bantwal,m
"Tutubi, Tutubi, 'Wag Kang Magpahuli Sa Mamang Salbahe",Jun Cruz Reyes,m
"The Buddhist Handbook: A Complete Guide to Buddhist Schools, Teaching, Practice, and History",John Snelling,m
"A Mighty Heart: The Brave Life and Death of My Husband, Danny Pearl",Mariane Pearl,w
George S. Kaufman and His Friends,Scott Meredith,m
Big Girls Do It Wilder,Jasinda Wilder,m
Il crollo della Baliverna,Dino Buzzati,m
Bodily Harm,Margaret Atwood,w
The Brimstone Forest,Ngaire Elder,m
"Every Day, Every Hour",Natasa Dragnic,m
"Spencer W. Kimball, Twelfth President of the Church of Jesus Christ of Latter-Day Saints","Edward L. Kimball, Andrew E. Kimball Jr.",m;m
Git Kendini Çok Sevdirmeden,Tuna Kiremitçi,m
I Heart London,Lindsey Kelk,m
License to Dream,Pat Brady,m
The Chaperone,Laura Moriarty,w
The Complete Short Stories of W. Somerset Maugham: The World Over (Vol. 2 of 2),W. Somerset Maugham,m
Succubi Like It Hot,Jill Myles,w
"The New Encyclopedia of Modern Bodybuilding: The Bible of Bodybuilding, Fully Updated and Revis",Arnold Schwarzenegger,m
The Sin Eater's Last Confessions: Lost Traditions of Celtic Shamanism,Ross Heaven,m
The Collected Stories of Isaac Bashevis Singer,Isaac Bashevis Singer,m
The Isle of Arcrea,Nicole Sager  (Illustrator),w
Memori,Windry Ramadhina,m
The Monsters and Other Science Fiction Tales,Robert Sheckley,m
Petronella Saves Nearly Everyone: The Entomological Tales of Augustus T. Percival,Dene Low,m
The Prince with Amnesia,Emily Evans,w
"Fearless Girls, Wise Women & Beloved Sisters: Heroines in Folktales from Around the World",Kathleen Ragan,w
Patterns of Childhood,Christa Wolf,w
The Fight for Truth,Jude Watson,m
Heart of the Flame,Tina St. John (Pseudonym),w
Seasons of Her Life,Fern Michaels,w
All He Ever Needed,Shannon Stacey,m
The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Jonathan Cahn,m
The Martyring,Thomas Sullivan,m
Game For Love,Bella Andre,w
Mrs. Jeffries Reveals Her Art,Emily Brightwell,w
Forever Bound,Cynthia Eden,w
Intikhab e Meer / انتخاب میر,Mir Taqi Mir,m
Prophecy: Caelestis and Aurorea,Felicity Heaton,w
The Hunter and The Hunted,Kelley Armstrong,m
The Honorable Imposter: 1620,Gilbert Morris,m
Hiçbişey,Gökhan Özcan,m
"Alfahannen (Justitia-serien, #3)",Katarina Wennstam,w
Fashion and Fiction: Dress in Art and Literature in Stuart England,Aileen Ribeiro,w
Tajna Krvavog mosta,Marija Jurić Zagorka,w
The Dark Side of Nowhere,Neal Shusterman,m
Anything But Rover: The Art and Science of Naming Your Dog,"Peter Mayle, Arthur Robins",m;m
Plan B: A Nick Heller Story,Joseph Finder,m
The Legend of Jig Dragonslayer,Jim C. Hines,m
A Scrambling After Circumstance,Margaret-Love Denman,m
Priority,Aaron B. Powell,m
Sundowners,Lesley Lokko,m
Toba Tek Singh: Stories,Saadat Hasan Manto,w
Winnie-the-Pooh Meets Gopher (Little Golden Book),A.A. Milne,m
Smaller and Smaller Circles,F.H. Batacan,m
Am I A Hindu?/the Hinduism Primer,Ed Viswanathan,m
With Malice Toward None: A Biography of Abraham Lincoln,Stephen B. Oates,m
Elizabeth's Horseback Adventure,Francine Pascal,w
I'm Your Man: The Life of Leonard Cohen,Sylvie Simmons,w
Full Tilt: Ireland to India with a Bicycle,Dervla Murphy,w
Brother/Sister,Sean Olin,m
Facebook breaks up marriages.lol,Vonda Norwood,w
Operation Chaos,Poul Anderson,m
Creation and Destruction (Sun and Moon 3 & 4),Elizabeth Paradise,w
Lady Be Good,Susan Elizabeth Phillips,w
Apprentice,Pilar Molina Llorente,w
Unbeautifully Loved,Emma Grayson,w
The Difference Engine,"William Gibson, Bruce Sterling",m;m
Godly Inspirations for the Troubled Soul,Lisa C. Miller,w
Luka and the Fire of Life,Salman Rushdie,m
The John Green eSampler,John Green,m
Destined to Kill,Jourdyn Kelly,m
টি-রেক্সের সন্ধানে,Muhammed Zafar Iqbal,m
Super Sad True Love Story,Gary Shteyngart,m
Scherbenmond,Bettina Belitz,w
Please Don’t Take My Baby,Cathy Glass,w
Athletic Shorts: Six Short Stories,Chris Crutcher,m
Revelación,Anissa B. Damom,w
Road To Paradise,Paullina Simons,m
Twins,Francine Pascal,w
Widow's Web,Jennifer Estep,w
Tremble,Jus Accardo,m
Hatshepsut's Collar,A.W. Exley,m
بی بال پریدن,قیصر امین‌پور,m
La niebla y la doncella,Lorenzo Silva,m
Dear John: Letters From a Fan in New York City: An Interactive Book,"Arthur Waldhorn, Judith Furedi",m;w
Take Four,Karen Kingsbury,w
Der Ruf des Kiwis,Sarah Lark,w
The Merchant and the Menace,Daniel McHugh,m
Nowhere Feels Like Home,L.K. Gardner-Griffie,m
The House We Grew Up In,Lisa Jewell,w
The Anatomy of Wings,Karen Foxlee,w
His Wedding Organizer,Retni S.B.,m
The Tale of Jemima Puddle-Duck,Beatrix Potter,w
Horrid Henry's Underpants,Francesca Simon,w
Aisyah the True Beauty,Sulaiman an-Nadawi,m
Winter of the Wolf Moon,Steve Hamilton,m
(ne)gyvenimo fragmentai,Rimas Burokas,m
Click to Subscribe,L.M. Augustine,m
A Walk Across the Sun,Corban Addison,m
Beautiful Broken Promises,Kimberly Lauren,m
Die Mission,Rod Rees,m
The Theory of Social and Economic Organization,Max Weber,m
The Coming Insurrection,Comité invisible,m
Enemy Brothers,Constance Savery,w
Carousel Tides,Sharon Lee,w
"The Muslim Next Door: The Qurʼan, the Media, and That Veil Thing",Sumbul Ali-Karamali,m
Café y Martinis,Helena Moran-Hayes,w
The World's Best Fairy Tales,"Belle Becker Sideman, Katriina Viljamaa-Rissanen",w;w
Ace's Key (Bad Boys 'N Bars #1),Abbie St. Claire,w
5 Days FREE of Depression Anxiety and Panic Attacks,Rhonda Patton,w
"Poems From The Heart Mind Body And Soul: Poetry, Non Fiction, Spiritual, Romance, Love, Poetic, Life Related, Valentines Day, Christmas, Self Help, All Ages, Positive (Volume 3)",Aleja Bennett,w
The Golden Mean,Nick Bantock,m
Guardian Demon,Meljean Brook,m
Confessions of an English Opium Eater,Thomas De Quincey,m
Hillary: Tail of the Dog,Angel Gelique,m
Tantra,Adi,m
A Fair to Remember,Stacey Joy Netzel,m
Cinta Sang Ratu,Ramlee Awang Murshid,m
فلسفه روشنگری,Ernst Cassirer,m
The Rise of the Forty-seven Percent,Byron Goines,m
Up in the Air,Walter Kirn,m
Sandcastles,Luanne Rice,m
Breakfast at Sally's: One Homeless Man's Inspirational Journey,Richard LeMieux,m
Confessions of a Vampire's Girlfriend,"Katie Maxwell (Pseudonym), Katie MacAlister",w;w
Children in the Night,Harold Myra,m
Being-in-Dreaming: An Initiation into the Sorcerers' World,Florinda Donner,w
Searching for Someday,Jennifer Probst,w
Spartacus: The Gods Demand Sacrifice,Robert Southworth,m
Epiphany,Ashley Suzanne,m
Bleed For Me,Cynthia Eden,w
Just Another Hero,Sharon M. Draper,w
Dark Descendant,Jenna Black,w
Writings from The New Yorker 1927-1976,E.B. White,m
"Chrno Crusade, Vol. 1",Daisuke Moriyama,m
Bedsit Disco Queen: How I Grew Up and Tried to Be a Pop Star,Tracey Thorn,m
Wajah Liberal Islam Di Indonesia,Luthfi Assyaukanie (Editor),m
Deceived,Paul S. Kemp,m
Sherlock Holmes Series 4: The Red headed League - The Adventure of the Second Stain,Arthur Conan Doyle,m
The Journey of Being Human: Is It Possible to Find Real Happiness in Ordinary Life?,Osho,m
Home Ground,Ann Somerville,w
Francis Meyers lidenskap,Henrik H. Langeland,m
"Granny Made Me an Anarchist: General Franco, The Angry Brigade and Me",Stuart Christie,m
Bold Tricks,Karina Halle,w
Rock the Viper,Sammie J.,m
The Charmed Fates,Christine Wenrick,w
Il cabalista,"Nathan Erez , Dorit silberman",m;w
Falling In Love With Her Husband,Ruth Ann Nordin,w
El coleccionista de relojes extraordinarios,Laura Gallego García,w
"The Masks of God, Volume 2: Oriental Mythology",Joseph Campbell,m
The Pillars of Islam & Iman - And What Every Muslim Must Know About His Religion,Muhammad Bin Jamil Zeno,m
El misterio del ataúd griego / Cara a cara,Ellery Queen,m
Muhammad Al-Fatih: Penakluk Konstantinopel,Syaikh Ramzi Al-Munyawi,m
Pretty Little Devils,Nancy Holder,w
La vipère,Monica McCarty,w
Total Surrender,Rebecca Zanetti,w
#scandal,Sarah Ockler,w
Den nya människan,Boel Bermann,m
Hunter Reborn,Katie Reus,w
Un homme heureux,Arto Paasilinna,m
"Bread, Salt & Wine",Dev Bentham,m
We Have This Moment,Diann Hunt,w
The Space Between,Brenna Yovanoff,w
A Dark Heart,"Margaret Foxe , Maggie Fenton",w;w
"An Introduction to the Policy Process: Theories, Concepts and Models of Public Policy Making",Thomas A. Birkland,m
L'Enfant Merehdian,Magali Villeneuve,w
Safekeeping,Karen Hesse,w
Invent-10n,Rod Rees,m
Engraved,Karina Cooper,w
Ti Amo,Sienna Mynx,w
"The Americans: A Social History of the United States, 1587-1914",J.C. Furnas,m
The Virgin and the Gipsy,D.H. Lawrence,m
A Fair Barbarian,Frances Hodgson Burnett,w
Uncontrollable,Shantel Tessier,w
The Exceptions,David Cristofano,m
Deep Desires,Charlotte Stein,w
Ghosts of Christmas Past,Corrina Lawson,m
Mister Johnson,Joyce Cary,w
The Blemished,Sarah Dalton,w
Solo,Deborah Bladon,w
The Adventures of Luther Arkwright,Bryan Talbot,m
Trusting Trent,E.M. Leya,m
Treasure of Lima,"Alex Archer (pseudonym), Joseph Nassise",m;m
Amber Brown Is Not a Crayon,Paula Danziger,w
Maigret and the Spinster,Georges Simenon,m
Heaven: Biblical Answers to Common Questions,Randy Alcorn,m
